job,status,customer,order_date,part_number,description,rev,order_quantity,unit_price,total_price,net_shipped,order_unit,price_uom,sales_rep,customer_line2,job_revision
18-064,Closed,IRVCPROD,2018-08-28T00:00:00,GLUE SEPARATOR SEAL POT,GLUE SEPARATOR SEAL POT,,1,6850.00,6850.00,1,ea,ea,,20391796 OP,
18-065,Closed,KIMCLARK,2018-08-28T00:00:00,DUMP CHEST TM12,DUMP CHEST TM12,,1,220287.50,220287.50,3,ea,ea,,16110465,
18-066,Closed,KIMCLARK,2018-08-28T00:00:00,DUMP CHEST TM17,DUMP CHEST TM17,,1,220287.50,220287.50,1,ea,ea,,16110465,
18-067,Closed,KIMCLARK,2018-08-28T00:00:00,DUMP CHEST TM18,DUMP CHEST TM18,,1,220287.50,220287.50,1,ea,ea,,16110465,
18-068,Closed,KIMCLARK,2018-08-28T00:00:00,PULPER WATER TANK,PUMPER WATER TANK,,1,186687.50,186687.50,2,ea,ea,,16110465,
18-069,Closed,KIMCLARK,2018-08-28T00:00:00,PULPER AREA SEAL WATER TANK,PULPER AREA SEAL WATER TANK,,1,14850.00,14850.00,0,ea,ea,,16110465,
18-070,Closed,STAMTEC,2018-09-17T00:00:00,850 GAL ASME CST TANK,850 GAL ASME CST TANK,,1,14975.00,14975.00,1,ea,ea,,MMV-18-0257,
18-071,Closed,SOLVSPEC,2018-09-18T00:00:00,"20,000 GAL SST TANK","20,000 GAL SST TANK",,1,119500.00,119500.00,2,ea,ea,,45034329111,
18-072,Closed,SOLVSPEC,2018-10-17T00:00:00,300 GAL SST JACKETED TANK,300 GAL SST JACKETED TANK,,1,26750.00,26750.00,1,ea,ea,,4513227269-5782,
18-073,Closed,GAF11111,2018-10-25T00:00:00,S/S SLATE SKI PLATES,S/S SLATE SKI PLATES,,1,350.00,350.00,1,ea,ea,,271580,
18-074,Closed,USSUGARC,2018-11-20T00:00:00,"40,000 GAL STORAGE TANK","40,000 GAL STORAGE TANK",,1,116125.00,116125.00,2,ea,ea,,4500270337,
18-075,Closed,USSUGARC,2018-11-20T00:00:00,"40,000 GAL STORAGE TANK","40,000 GAL STORAGE TANK",,1,116125.00,116125.00,2,ea,ea,,4500270337,
18-076,Closed,ONEACONS,2018-11-07T00:00:00,"T-205 1,500 GAL TANK","T-205 1,500 GAL TANK",,1,52375.00,52375.00,1,ea,ea,,18384-P-001,
18-077,Closed,ONEACONS,2018-11-14T00:00:00,"T-207 2,000 GAL TANK","T-207 2,000 GAL TANK",,1,30750.00,30750.00,1,ea,ea,,18384-P-001,
18-078,Closed,ONEACONS,2018-11-07T00:00:00,"T-206 3,000 GAL TANK","T-206 3,000 GAL TANK",,1,31775.00,31775.00,1,ea,ea,,18384-P-001,
18-079,Closed,ONEACONS,2018-11-07T00:00:00,T-203 600 GAL TANK,T-203 600 GAL TANK,,1,16775.00,16775.00,1,ea,ea,,18384-P-001,
18-080,Closed,HALOPROD,2018-11-09T00:00:00,450 GAL CST TANK,450 GAL CST TANK,,1,15975.00,15975.00,1,ea,ea,,NA-PR-209772-0,
18-081,Closed,ANDRITZI,2018-11-16T00:00:00,24' DISSOLVING TANK,24' DISSOLVING TANK,,1,489800.00,489800.00,5,ea,ea,,4502396419,
18-082,Closed,ANDRITZI,2018-11-16T00:00:00,24' DISSOLVING TANK,24' DISSOLVING TANK,,1,489800.00,489800.00,3,ea,ea,,4502396419,
18-083,Closed,ROSENBLAD,2018-11-26T00:00:00,ROLL 2507 SHELL,ROLL 2507 SHELL,,1,250.00,250.00,0,ea,ea,,2895 S1639 69,
18-084,Closed,GARRMACH,2018-11-29T00:00:00,ROLL 310 SS CYLINDER,ROLL 310 SS CYLINDER,,1,15500.00,15500.00,0,ea,ea,,4454,
18-085,Closed,MILLIKEN,2018-11-29T00:00:00,"1,000 GAL C276 TANK","1,000 GAL C276 TANK",,1,133850.00,133850.00,1,ea,ea,,6701062583,
18-086,Closed,PCSPHOSP,2018-11-30T00:00:00,2500 GAL CST API TANK,2500 GAL CST API TANK,,1,52350.00,52350.00,3,ea,ea,,2101102416,
18-087,Closed,IRVCPROD,2018-11-30T00:00:00,EFFLUENT TROUGH,EFFLUENT TROUGH,,1,6200.00,6200.00,0,ea,ea,,20403275 OP,
18-088,Closed,MIDAENVI,2018-12-06T00:00:00,"3,000 GAL SLUDGE DECANT TANK","3,000 GAL SLUDGE DECANT TANK",,1,26585.00,26585.00,1,ea,ea,,6213,
18-089,Closed,MIDAENVI,2018-12-06T00:00:00,"3,000 GAL AERATION TANK","3,000 GAL AERATION TANK",,1,27635.00,27635.00,1,ea,ea,,6213,
18-090,Closed,FUJIVEGE,2018-12-10T00:00:00,IE HOTWELL,IE HOTWELL,,1,45625.00,45625.00,1,ea,cyl,,4500001900/450000594,
18-091,Closed,FUJIVEGE,2018-12-10T00:00:00,COOLING TOWER BASIN,COOLING TOWER BASIN,,1,58375.00,58375.00,1,ea,ea,,4500001900,
18-092,Closed,MILLIKEN,2018-12-10T00:00:00,"20,000 GAL SST STORAGE TANK","20,000 GAL SST STORAGE TANK",,1,100575.00,100575.00,1,ea,ea,,6701066302,
19-001,Closed,REAGCHEM,2019-01-16T00:00:00,"34,500 GAL CST API TANK","34,500 GAL CST API TANK",,1,87325.00,87325.00,2,ea,ea,,6784,
19-002,Complete,REAGCHEM,2019-01-16T00:00:00,"34,500 GAL CST API TANK","34,500 GAL CST API TANK",,1,86175.00,86175.00,1,ea,ea,,6784,
19-003,Complete,FLOQENGI,2019-02-04T00:00:00,"48"" BOLTED MANWAY W/WEARPLATE","48"" BOLTED MANWAY W/WEARPLATE",,1,10075.00,10075.00,1,ea,ea,,4500041709,
19-004,Complete,HALOPROD,2019-02-06T00:00:00,ALLOY 20  REPAIR/HEAD REPLACE,ALLOY 20 REPAIR/HEAD REPLACE,,1,29200.00,29200.00,1,ea,ea,,NA-PR-210553-0,
19-005,Complete,COASAIRC,2019-02-27T00:00:00,HYRDO TEST,HYDRO TEST,,1,1350.00,1350.00,0,ea,ea,,18812321 OS,
19-006,Complete,BCRENVIR,2019-03-11T00:00:00,"15,000 GAL PROCESS TANK","15,000 GAL PROCESS TANK",,1,91250.00,91250.00,2,ea,ea,,123137,
19-007,Complete,BCRENVIR,2019-03-11T00:00:00,"15,000 GAL PROCESS TANK","15,000 GAL PROCESS TANK",,1,91250.00,91250.00,2,ea,ea,,123137,
19-008,Complete,SALOFLTD,2019-03-22T00:00:00,SST N20 REACTOR,SST N20 REACTOR,,1,105950.00,105950.00,1,ea,ea,,19-0303 RI,
19-009,Complete,SFCCONTR,2019-03-05T00:00:00,6000 GAL CST API TANK,6000 GAL CST API TANK,,1,20350.00,20350.00,1,ea,ea,,39981,
19-010,Complete,PINOVAIN,2019-03-11T00:00:00,BOTTOMS RECEIVER TANK T-205,BOTTOMS RECEIVER TANK T-205,,1,41410.00,41410.00,1,ea,ea,,4501357730,
19-011,Complete,PINOVAIN,2019-03-11T00:00:00,LIGHT ENDS RECEIVER TANK T-206,LIGHT ENDS RECEIVER TANK T-206,,1,15735.00,15735.00,1,ea,ea,,4501357730,
19-012,Complete,PINOVAIN,2019-03-11T00:00:00,MELTED GUM RESIDENT TANK T-203,MELTED GUM RESIDENT TANK T-203,,1,25185.00,25185.00,1,ea,ea,,4501357730,
19-013,Complete,PINOVAIN,2019-03-11T00:00:00,MELTED GUM REFLUX TANK T-207,MELTED GUM REFLUX TANK T-207,,1,25485.00,25485.00,1,ea,ea,,4501357730,
19-014,Complete,ANDRITZI,2019-03-19T00:00:00,BOOSTER SEPARATOR TANK,BOOSTER SEPARATOR TANK,,1,17950.00,17950.00,1,ea,ea,,4502504626,
19-015,Complete,DOMTPAPE,2019-03-19T00:00:00,1600 GL PEROXIDE DILUTION TANK,1600 GL PEROXIDE DILUTION TANK,,1,42150.00,42150.00,1,ea,ea,,4550705184,
19-016,Complete,SOLVSPEC,2019-03-26T00:00:00,CARBON STEEL TOE PLATE,CARBON STEEL TOE PLATE,,1,3375.00,3375.00,1,ea,ea,,4503593790,
19-025,Complete,AJAYNAMER,2019-05-08T00:00:00,R-3101 WASTE RECOVERY REACTOR,R-3101 WASTE RECOVERY REACTOR,,1,129625.00,129625.00,1,ea,ea,,11762,
19-027,Complete,FLOQENGI,2019-04-09T00:00:00,"8,500 AKD STORAGE TANK","8,500 AKD STORAGE TANK",,1,45550.00,45550.00,1,ea,ea,,4500044253,
19-028,Complete,FLOQENGI,2019-04-09T00:00:00,"8,500 AKD STORAGE TANK","8,500 AKD STORAGE TANK",,1,45550.00,45550.00,1,ea,ea,,4500044253,
19-029,Complete,FLOQENGI,2019-04-09T00:00:00,"8,500 AKD STORAGE TANK","8,500 AKD STORAGE TANK",,1,45550.00,45550.00,0,ea,ea,,4500044253,
19-030,Complete,FLOQENGI,2019-04-09T00:00:00,"8,500 AKD STORAGE TANK","8,500 AKD STORAGE TANK",,1,45550.00,45550.00,1,ea,ea,,4500044253,
19-031,Complete,S&STECHN,2019-04-09T00:00:00,"18"" SPOOL ASSEMBLY","18"" SPOOL ASSEMBLY",,1,20500.00,20500.00,11,ea,ea,,C1620409SA1,
19-032,Complete,S&STECHN,2019-04-09T00:00:00,"18"" SPOOL ASSEMBLY","18"" SPOOL ASSEMBLY",,1,20500.00,20500.00,1,ea,ea,,C1620409SA1,
19-033,Complete,S&STECHN,2019-04-09T00:00:00,"18"" SPOOL ASSEMBLY","18"" SPOOL ASSEMBLY",,1,20500.00,20500.00,1,ea,ea,,C1620409SA1,
19-034,Complete,S&STECHN,2019-04-09T00:00:00,"18"" SPOOL ASSEMBLY","18"" SPOOL ASSEMBLY",,1,20500.00,20500.00,1,ea,ea,,C1620409SA1,
19-035,Complete,S&STECHN,2019-04-09T00:00:00,"24"" SPOOL ASSEMBLY","24"" SPOOL ASSEMBLY",,1,23000.00,23000.00,1,ea,ea,,C1620409SA1,
19-036,Complete,S&STECHN,2019-04-09T00:00:00,"24"" SPOOL ASSEMBLY","24"" SPOOL ASSEMBLY",,1,23000.00,23000.00,1,ea,ea,,C1620409SA1,
19-037,Complete,BCRENVIR,2019-04-11T00:00:00,STEPOVER PLATFORMS,STEPOVER PLATFORMS,,1,0.00,0.00,0,ea,ea,,,
19-038,Complete,KEMIWATE,2019-04-26T00:00:00,OXIDIZER R-3 / EXT WARRANTY,OXIDIZER R-3 / EXT WARRANTY,,1,286350.00,286350.00,4,ea,ea,,LETTER OF INTENT,
19-039,Complete,KEMIWATE,2019-04-26T00:00:00,REACTOR R-3,REACTOR R-3,,1,12000.00,12000.00,1,ea,ea,,LETTER OF INTENT,
19-040,Complete,KRATCHEM,2019-05-07T00:00:00,23000 GAL SST API TANK (T-902),23000 GAL SST API TANK (T-902),,1,111100.00,111100.00,1,ea,ea,,4500208238,
19-041,Complete,AJAYNAMER,2019-05-08T00:00:00,HX-3101 DRYER CONDENSER,HX-3101 DRYER CONDENSER,,1,61200.00,61200.00,1,ea,ea,,11762,
19-042,Complete,MILLIKEN,2019-05-15T00:00:00,"39,500 GAL STORAGE TANK TBT-80","39,500 GAL STORAGE TANK TBT-80",,1,127450.00,127450.00,2,ea,ea,,6701110464,
19-043,Complete,MILLIKEN,2019-05-15T00:00:00,"39,500 GAL STORAGE TANK TBT-09","39,500 GAL STORAGE TANK TBT-09",,1,148000.00,148000.00,1,ea,ea,,6701110464,
19-044,Complete,S&STECHN,2019-05-21T00:00:00,INTERSTAGE LIQUID TRAP (UDOO1),INTERSTATE LIQUID TRAP (UD001),,1,11460.00,11460.00,1,ea,ea,,C5510520SA1,
19-045,Complete,S&STECHN,2019-05-21T00:00:00,INTERSTAGE LIQUID TRAP (UD002),INTERSTAGE LIQUID TRAP (UD002),,1,11385.00,11385.00,1,ea,ea,,C5510520SA1,
19-046,Complete,S&STECHN,2019-05-21T00:00:00,INTERSTAGE LIQUID TRAP (UD002),INTERSTAGE LIQUID TRAP (UD002),,1,11385.00,11385.00,1,ea,ea,,C5510520SA1,
19-047,Complete,PILGRIMS,2019-05-31T00:00:00,"30,000 GAL BULK TANK W/LADDER","30,000 GAL BULK TANK W/LADDER",,1,90900.00,90900.00,2,ea,ea,,5700146059,
19-048,Complete,PILGRIMS,2019-05-30T00:00:00,"30,000 GAL BULK TANK","30,000 GAL BULK TANK",,1,84750.00,84750.00,1,ea,ea,,5700146059,
19-049,Complete,ONEACONS,2019-06-11T00:00:00,HOT WATER EXPANSION TANK,HOT WATER EXPANSION TANK,,1,7775.00,7775.00,1,ea,ea,,18164-P-008,
19-050,Complete,ONEACONS,2019-06-11T00:00:00,HOT WATER EXPANSION TANK,HOT WATER EXPANSION TANK,,1,7775.00,7775.00,1,ea,ea,,18164-P-008,
19-051,Complete,FLOQENGI,2019-06-24T00:00:00,"23,500 GAL CAUSTIC TANK","23,500 GAL CAUSTIC TANK",,1,71800.00,71800.00,1,ea,ea,,4500047600,
19-052,Complete,PLASEXPR,2019-06-28T00:00:00,FEED HOPPER,FEED HOPPER,,1,46250.00,46250.00,1,ea,ea,,02-83-00,
19-053,Complete,PLASEXPR,2019-06-28T00:00:00,FEED HOPPER,FEED HOPPER,,1,46250.00,46250.00,1,ea,ea,,02-83-00,
19-054,Complete,PLASEXPR,2019-06-28T00:00:00,FEED HOPPER,FEED HOPPER,,1,45000.00,45000.00,1,ea,ea,,02-83-00,
19-055,Complete,PLASEXPR,2019-06-28T00:00:00,FEED HOPPER,FEED HOPPER,,1,45000.00,45000.00,1,ea,ea,,02-83-00,
19-056,Complete,THIEKAOL,2019-07-08T00:00:00,"7,000 GAL CST SULFURIC ACID TK","7,000 GAL CST SULFURIC ACID TK",,1,31075.00,31075.00,1,ea,ea,,193579,
19-057,Complete,INTETANK,2019-07-15T00:00:00,(4) CST ROLLED ANGLES,(4) CST ROLLED ANGLES,,1,475.00,475.00,1,ea,ea,,190-7-041,
19-058,Complete,JWCENVIRO,2019-07-19T00:00:00,"5,000 GAL JACKETED HOLDING TK","5,000 GAL JACKETED HOLDING TK",,1,65975.00,65975.00,1,ea,ea,,9034/9813,
19-059,Complete,JWCENVIRO,2019-07-22T00:00:00,"5,000 GAL JACKETED HOLDING TK","5,000 GAL JACKETED HOLDING TK",,1,65975.00,65975.00,1,ea,ea,,9034/9813,
19-060,Complete,JWCENVIRO,2019-06-19T00:00:00,500 GL JACKETED ACIDULUTION TK,500 GL JACKETED ACIDULUTION TK,,1,27355.00,27355.00,1,ea,ea,,9034,
19-061,Complete,JWCENVIRO,2019-07-22T00:00:00,"1,000 GL SECONDARY SLUDGE TK","1,000 GL SECONDARY SLUDGE TK",,1,14055.00,14055.00,1,ea,ea,,9034,
19-062,Complete,JWCENVIRO,2019-07-19T00:00:00,"1,000 GL SECONDARY SLUDGE TK","1,000 GL SECONDARY SLUDGE TK",,1,14055.00,14055.00,1,ea,ea,,9034,
19-063,Complete,JWCENVIRO,2019-07-22T00:00:00,"1,500 GL PRIMARY SLUDGE TANK","1,500 GL PRIMARY SLUDGE TANK",,1,16280.00,16280.00,1,ea,ea,,9034,
19-064,Complete,JWCENVIRO,2019-07-22T00:00:00,"1,500 GL PRIMARY SLUDGE TANK","1,500 GL PRIMARY SLUDGE TANK",,1,16280.00,16280.00,1,ea,ea,,9034,
19-065,Complete,JWCENVIRO,2019-07-22T00:00:00,"2,500 GL INFLUENT COLLECT TANK","2,500 GL INFLUENT COLLECT TANK",,1,29680.00,29680.00,1,ea,ea,,9034,
19-066,Complete,AURIPOLY,2019-07-23T00:00:00,HTF VENT TANK,HTF VENT TANK,,1,43550.00,43550.00,1,ea,ea,,4800400530,
19-067,Complete,ANDRITZI,2019-07-29T00:00:00,(4) AGITATOR MOUNTS,(4) AGITATOR MOUNTS,,1,9800.00,9800.00,0,ea,ea,,4502631679,
19-068,Complete,SYMRISE,2019-08-01T00:00:00,185 GAL SST DECANTER,185 GAL SST DECANTER,,1,10075.00,10075.00,1,ea,ea,,185/4501229393,
19-069,Complete,PINOVAIN,2019-08-01T00:00:00,HEAT TREATMENT TANK,HEAT TREATMENT TANK,,1,71100.00,71100.00,1,ea,ea,,4501359471,
