job,status,customer,order_date,part_number,description,rev,order_quantity,unit_price,total_price,net_shipped,order_unit,price_uom,sales_rep,customer_line2,job_revision
25-016,Complete,KIMBCLAR,2025-01-28T00:00:00,370-TK-37001,370-TK-37001,,1,63000.00,63000.00,1,ea,ea,,C000139275,
25-017,Complete,KIMBCLAR,2025-01-28T00:00:00,370-TK-37005,370-TK-37005,,1,58500.00,58500.00,1,ea,ea,,C000139275,
25-018,Complete,KIMBCLAR,2025-01-28T00:00:00,420-BT-42001,420-BT-42001,,1,130500.00,130500.00,2,ea,ea,,C000139275,
25-019,Complete,KIMBCLAR,2025-01-28T00:00:00,520-TK-52001,520-TK-52001,,1,61000.00,61000.00,1,ea,ea,,C000139275,
25-020,Complete,KIMBCLAR,2025-01-28T00:00:00,360-TK-36102,360-TK-36102,,1,158500.00,158500.00,1,ea,ea,,C000139275,
25-021,Complete,KIMBCLAR,2025-01-28T00:00:00,861-TK-86101,861-TK-86101,,1,122750.00,122750.00,1,ea,ea,,C000139275,
25-022,Active,KIMBCLAR,2025-01-28T00:00:00,EST SHIPPING 25-007/021;25-094,EST SHIPPING 25-007/021;25-094,,1,164000.00,164000.00,0,ea,ea,,C000139275,
25-023,Complete,ANDRITZI,2025-01-30T00:00:00,PRODUCT LIQUOR FLASH TANK,PRODUCT LIQUOR FLASH TANK,,1,29250.00,29250.00,1,ea,ea,,4504524626,
25-024,Complete,ANDRITZI,2025-01-30T00:00:00,CLEAN CONDENSATE SURGE TANK,CLEAN CONDENSATE SURGE TANK,,1,21500.00,21500.00,1,ea,ea,,4504524626,
25-025,Complete,IRVCPROD,2025-02-04T00:00:00,TAD FABRIC RELEASE BULK TANK,TAD FABRIC RELEASE BULK TANK,,1,76500.00,76500.00,1,ea,ea,,20615990 OP,
25-026,Complete,IRVCPROD,2025-02-04T00:00:00,CREPING ADHESIVE BULK TANK,CREPING ADHESIVE BULK TANK,,1,92250.00,92250.00,2,ea,ea,,20615990 OP,
25-027,Complete,IRVCPROD,2025-02-04T00:00:00,YANKEE MACHINE CHEST,YANKEE MACHINE CHEST,,1,79500.00,79500.00,2,ea,ea,,20615990 OP,
25-028,Complete,IRVCPROD,2025-02-04T00:00:00,CORE MACHINE CHEST,CORE MACHINE CHEST,,1,66500.00,66500.00,1,ea,ea,,20615990 OP,
25-029,Complete,IRVCPROD,2025-02-04T00:00:00,TAD MACHINE CHEST,TAD MACHINE CHEST,,1,76750.00,76750.00,2,ea,ea,,20615990 OP,
25-030,Complete,IRVCPROD,2025-02-04T00:00:00,DAF RECOVERED FIBER TANK,DAF RECOVERED FIBER TANK,,1,62000.00,62000.00,2,ea,ea,,20615990 OP,
25-031,Complete,IRVCPROD,2025-02-04T00:00:00,WET STRENGTH RESIN BULK STORAGE TK#1,WET STRENGTH RESIN BULK STORAGE TK#1,,1,98650.00,98650.00,2,ea,ea,,20615990 OP,
25-032,Complete,IRVCPROD,2025-02-04T00:00:00,WET STRENGTH RESIN BULK STORAGE TK#2,WET STRENGTH RESIN BULK STORAGE TK#2,,1,95400.00,95400.00,1,ea,ea,,20615990 OP,
25-033,Complete,IRVCPROD,2025-02-04T00:00:00,BOW SCREEN RECOVERED FIBER TANK,BOW SCREEN RECOVERED FIBER TANK,,1,66300.00,66300.00,1,ea,ea,,20615990 OP,
25-034,Complete,IRVCPROD,2025-02-04T00:00:00,TAD SEAL POT,TAD SEAL POT,,1,12150.00,12150.00,1,ea,ea,,20615990 OP,
25-035,Complete,IRVCPROD,2025-02-04T00:00:00,FORMING SEAL POT,FORMING SEAL POT,,1,44650.00,44650.00,1,ea,ea,,20615990 OP,
25-036,Complete,IRVCPROD,2025-02-04T00:00:00,DB TAD SEAL POT,DB TAD SEAL POT,,1,21800.00,21800.00,1,ea,ea,,20615990 OP,
25-037,Complete,IRVCPROD,2025-02-04T00:00:00,DRY STRENGTH BULK TANK,DRY STRENGTH BULK TANK,,1,92000.00,92000.00,2,ea,ea,,20615990 OP,
25-038,Active,AJAYNAMER,2025-02-21T00:00:00,PE STAMP FOR JN 122-22,PE STAMP FOR JN 122-22,,1,3250.00,3250.00,0,ea,ea,,24208,
25-039,Complete,ZACHMAIN,2025-02-26T00:00:00,FILTER TANK,FILTER TANK,,1,119550.00,119550.00,1,ea,ea,,115140-630139,
25-040,Active,NAKKILNS,2025-03-05T00:00:00,HR 120 SHELL,HR 120 SHELL,,1,1128000.00,1128000.00,0,ea,ea,,CMG250203-1,
25-041,Active,INDUSUPP,2025-03-10T00:00:00,CHASE GASKET,CHASE GASKET,,1,425.00,425.00,0,ea,ea,,6246680,
25-042,Active,ANDRITZI,2025-03-19T00:00:00,FOUL CONDENSATE TANK,FOUL CONDENSATE TANK,,1,20700.00,20700.00,0,ea,ea,,4504578221,
25-043,Active,ECOPOL,2025-03-27T00:00:00,,FEA & CYCLIC ANALYSIS,,1,1.00,1.00,0,ea,ea,,250000136,
25-044,Complete,NOAHINDU,2025-04-01T00:00:00,CLEAR CHEST,CLEAR CHEST,,1,210300.00,210300.00,2,ea,ea,,25004-0001,
25-045,Active,PROPIPE,2025-04-05T00:00:00,NOZZLES AND AGITATOR SUPPORTS,NOZZLES AND AGITATOR SUPPORTS,,1,38525.00,38525.00,0,ea,ea,,9249T,
25-046,Active,INDUSUPP,2025-04-14T00:00:00,CHASE GASKET,CHASE GASKET,,1,950.00,950.00,0,ea,ea,,6248200,
25-047,Active,APPLINDU,2025-04-21T00:00:00,(2) VIBE PADS,(2) VIBE PADS,,1,950.00,950.00,0,ea,ea,,4514157408,
25-048,Active,USSUGARC,2025-04-28T00:00:00,EXPLOSION VENT PANEL,EXPLOSION VENT PANEL,,1,19950.00,19950.00,0,ea,ea,,4500424177,
25-049,Active,YOWNBOIL,2025-05-06T00:00:00,TANK PATCH REPAIR,TANK PATCH REPAIR,,1,1250.00,1250.00,0,ea,ea,,3395,
25-050,Active,THEINDUS,2025-05-12T00:00:00,(8) GASKETS,(8) GASKETS,,1,1500.00,1500.00,0,ea,ea,,4503884705,
25-051,Active,USSUGARC,2025-05-13T00:00:00,EXPLOSION VENT PANEL,EXPLOSION VENT PANEL,,1,5700.00,5700.00,0,ea,ea,,4500425357,
25-052,Complete,KRATCHEM,2025-05-19T00:00:00,SKIM OIL TANK,SKIM OIL TANK,,1,186850.00,186850.00,3,ea,ea,,4500337009,
25-053,Active,ANDRITZI,2025-06-02T00:00:00,VAPOR DUCTING 300122163,VAPOR DUCTING 300122163,,1,82000.00,82000.00,0,ea,ea,,4504651360,
25-054,Complete,CHROMASC,2025-06-02T00:00:00,CHLOROSULFONIC ACID BULK STORAGE TK,CHLOROSULFONIC ACID BULK STORAGE TK,,1,159500.00,159500.00,1,ea,ea,,PO9313,
25-055,Active,AIRGASNITR,2025-06-12T00:00:00,SST N20 REACTOR,SST N20 REACTOR,,1,136000.00,136000.00,0,ea,ea,,3000836264,
25-056,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #1,BUFFER TANK #1,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-057,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #2,BUFFER TANK #2,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-058,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #3,BUFFER TANK #3,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-059,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #4,BUFFER TANK #4,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-060,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #5,BUFFER TANK #5,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-061,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #6,BUFFER TANK #6,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-062,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #7,BUFFER TANK #7,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-063,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #8,BUFFER TANK #8,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-064,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #9,BUFFER TANK #9,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-065,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #10,BUFFER TANK #10,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-066,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #11,BUFFER TANK #11,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-067,Complete,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #12,BUFFER TANK #12,,1,102250.00,102250.00,1,ea,ea,,PO3662,
25-068,Active,RECOCOMM,2025-06-13T00:00:00,,BUFFER TANK #13,,1,102250.00,102250.00,0,ea,ea,,PO3662,
25-069,Active,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #14,BUFFER TANK #14,,1,102250.00,102250.00,0,ea,ea,,PO3662,
25-070,Active,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #15,BUFFER TANK #15,,1,102250.00,102250.00,0,ea,ea,,PO3662,
25-071,Active,RECOCOMM,2025-06-13T00:00:00,BUFFER TANK #16,BUFFER TANK #16,,1,102250.00,102250.00,0,ea,ea,,PO3662,
25-072,Complete,BURKINDU,2025-06-16T00:00:00,SS STORAGE TANK #1,SS STORAGE TANK #1,,1,135250.00,135250.00,1,ea,ea,,061625.1,
25-073,Complete,BURKINDU,2025-06-16T00:00:00,SS STORAGE TANK #2,SS STORAGE TANK #2,,1,135250.00,135250.00,1,ea,ea,,061625.1,
25-074,Complete,KEMIRAWS,2025-06-17T00:00:00,T306 FERRIC SULFATE STORAGE TANK,T306 FERRIC SULFATE STORAGE TANK,,1,189050.00,189050.00,1,ea,ea,,4503357419,
25-075,Complete,KEMIRAWS,2025-06-17T00:00:00,SULFURIC ACID TANK,SULFURIC ACID TANK,,1,135500.00,135500.00,1,ea,ea,,4503358554,
25-076,Complete,IRVCPROD,2025-06-16T00:00:00,GLUE CONTAINMENT DROPLET SEAL POT,GLUE CONTAINMENT DROPLET SEAL POT,,1,9900.00,9900.00,1,ea,ea,,20615990 OP,
25-077,Complete,EPICSYST,2025-06-25T00:00:00,R-301 DMN CSTR,R-301 DMN CSTR,,1,34900.00,34900.00,1,ea,ea,,63958,
25-078,Complete,EPICSYST,2025-06-25T00:00:00,R-310 PACKED BED REACTOR,R-310 PACKED BED REACTOR,,1,23650.00,23650.00,1,ea,ea,,63958,
25-079,Complete,EPICSYST,2025-06-25T00:00:00,R-311 PACKED BED REACTOR,R-311 PACKED BED REACTOR,,1,23650.00,23650.00,1,ea,ea,,63958,
25-080,Complete,DOMTARPA,2025-06-27T00:00:00,DAF FILTRATE TANK,DAF FILTRATE TANK,,1,75500.00,75500.00,1,ea,ea,,4500817214,
25-081,Active,PROPIPE,2025-07-01T00:00:00,"20"" ROLLED PIPE","20"" ROLLED PIPE",,1,1800.00,1800.00,0,ea,ea,,9280F,
25-082,Active,TOMHENLEY,2025-07-02T00:00:00,ROLLED PLATE,ROLLED PLATE,,1,2300.00,2300.00,0,ea,ea,,VERBAL,
25-083,Active,SYNTHOMER,2025-07-14T00:00:00,REACTOR 12,REACTOR 12,,1,163700.00,163700.00,0,ea,ea,,4500357344,
25-084,Active,ATLASMIN,2025-07-18T00:00:00,SULFUR HOLDING TANK,SULFUR HOLDING TANK,,1,140500.00,140500.00,0,ea,ea,,106053,
25-085,Complete,NOAHINDU,2025-07-22T00:00:00,HIGH FBCR TANK (316 OPTION),HIGH FBCR TANK (316 OPTION),,1,143900.00,143900.00,1,ea,ea,,25009-0001,
25-086,Active,TELLPROD,2025-07-30T00:00:00,SS FLANGE RING,SS FLANGE RING,,1,6075.00,6075.00,0,ea,ea,,TP013429,
25-087,Complete,SOLVAY-ALP,2025-08-07T00:00:00,WASTE WATER TANK,WASTE WATER TANK,,1,35175.00,35175.00,1,ea,ea,,4514485869-5782-$05,
25-088,Complete,CILISOTOPE,2025-08-13T00:00:00,BALLAST TANK,BALLAST TANK,,1,27250.00,27250.00,1,ea,ea,,PO-00002800,
25-089,Complete,VALMETIN,2025-08-25T00:00:00,DISSOLVING TANK,DISSOLVING TANK,,1,835000.00,835000.00,3,ea,ea,,S30019941,
25-090,Active,GAF11111,2025-08-20T00:00:00,(2) SS SKI PLATE,(2) SSI SKI PLATE,,1,1100.00,1100.00,0,ea,ea,,463159,
25-091,Active,USSUGARSV,2025-09-04T00:00:00,API MANWAY,API MANWAY,,1,5800.00,5800.00,0,ea,ea,,PTW00-0000219484,
25-092,Active,AMERTERP,2025-09-10T00:00:00,CARBON UNIT #1,CARBON UNIT #1,,1,106000.00,106000.00,0,ea,ea,,175/4501798219,
25-093,Active,AMERTERP,2025-09-10T00:00:00,CARBON UNIT #2,CARBON UNIT #2,,1,106000.00,106000.00,0,ea,ea,,175/4501798219,
25-094,Complete,KIMBCLAR,2025-09-10T00:00:00,420-TK-42003,420-TK-42003,,1,28750.00,28750.00,1,ea,ea,,C000139275,
25-095,Active,ANDRITZI,2025-09-19T00:00:00,DISSOLVING TANK (DWG ONLY),DISSOLVING TANK (DWG ONLY),,1,14000.00,14000.00,0,ea,ea,,4504758094,
25-096,Complete,MILLIKEN,2025-09-22T00:00:00,T-3405,T-3405,,1,21950.00,21950.00,1,ea,ea,,6701676868,
25-097,Complete,MILLIKEN,2025-09-22T00:00:00,T-3505,T-3505,,1,21950.00,21950.00,1,ea,ea,,6701676868,
25-098,Active,COASTECH,2025-09-24T00:00:00,MIST ELIMINATOR W/FACE WASH,MIST ELIMINATOR W/FACE WASH,,1,71500.00,71500.00,0,ea,ea,,91687,
25-099,Active,BURKINDU,2025-10-02T00:00:00,CONE BOTOOM W/COIL,CONE BOTTOM W/COIL,,1,31750.00,31750.00,0,ea,ea,,BUR100225.1,
25-100,Complete,CONSDESI,2025-10-01T00:00:00,(8) ANCHOR CHAIRS,(8) ANCHOR CHAIRS,,1,4535.00,4535.00,1,ea,ea,,24-1101-05,
25-101,Active,HARPLOVE,2025-10-27T00:00:00,T-1615 RUPTURE DISK CATCH TANK,T-1615 RUPTURE DISK CATCH TANK,,1,357000.00,357000.00,0,ea,ea,,56173,
25-102,Active,EPICSYST,2025-11-03T00:00:00,T-101,T-101,,1,71500.00,71500.00,0,ea,ea,,64354,
25-103,Active,EPICSYST,2025-10-31T00:00:00,T-104,T-104,,1,77500.00,77500.00,0,ea,ea,,64354,
25-104,Active,EPICSYST,2025-10-31T00:00:00,T-103,T-103,,1,76500.00,76500.00,0,ea,ea,,64354,
25-105,Active,EPICSYST,2025-10-31T00:00:00,T-105,T-105,,1,74000.00,74000.00,0,ea,ea,,64354,
25-106,Active,EPICSYST,2025-10-31T00:00:00,T-121,T-121,,1,64500.00,64500.00,0,ea,ea,,64354,
25-107,Active,EPICSYST,2025-10-31T00:00:00,T-113,T-113,,1,47500.00,47500.00,0,ea,ea,,64353,
25-108,Active,EPICSYST,2025-10-31T00:00:00,T-114,T-114,,1,25250.00,25250.00,0,ea,ea,,64353,
25-109,Active,EPICSYST,2025-10-31T00:00:00,V-117,V-117,,1,26500.00,26500.00,0,ea,ea,,64353,
25-110,Active,EPICSYST,2025-10-31T00:00:00,T-117,T-117,,1,57500.00,57500.00,0,ea,ea,,64350,
25-111,Active,EPICSYST,2025-10-31T00:00:00,T-118A,T-118A,,1,55250.00,55250.00,0,ea,ea,,64350,
25-112,Active,EPICSYST,2025-10-31T00:00:00,T-118B,T-118B,,1,55250.00,55250.00,0,ea,ea,,64350,
25-113,Active,EPICSYST,2025-10-31T00:00:00,T-120,T-120,,1,57750.00,57750.00,0,ea,ea,,64350,
25-114,Active,EPICSYST,2025-10-31T00:00:00,V-103,V-103,,1,0.00,0.00,0,ea,ea,,64350,
25-115,Active,EPICSYST,2025-10-31T00:00:00,V-104,V-104,,1,24750.00,24750.00,0,ea,ea,,64350,
25-116,Active,POLYCOMP,2025-11-05T00:00:00,MALEIC ANHYDRIDE TANK,MALEIC ANHYDRIDE TANK,,1,151500.00,151500.00,0,ea,ea,,4500682178,
25-117,Active,MERRINDU,2025-11-07T00:00:00,MH-5301-HP-02000-CASING,MH-5301-HP-02000-CASING,,1,125500.00,125500.00,0,ea,ea,,M111921SHM,
25-118,Active,MERRINDU,2025-11-07T00:00:00,MH-5301-HP-05000-CASING,MH-5301-HP-05000-CASING,,1,125500.00,125500.00,0,ea,ea,,M111921SHM,
25-119,Active,VERTCORP,2025-11-14T00:00:00,DWG ONLY-SMARTRUN BUFFER TANKS,DWG ONLY-SMARTRUN BUFFER TANKS,,1,8000.00,8000.00,0,ea,ea,,EMAIL,
25-120,Active,ANDRITZI,2025-11-19T00:00:00,DISSOLVING TANK (FABRICATION),DISSOLVING TANK (FABRICATION),,1,815000.00,815000.00,0,ea,ea,,4504758094,
25-121,Active,KIMBCLAR,2025-12-15T00:00:00,DUMP CHEST TANK,DUMP CHEST TANK,,1,135500.00,135500.00,0,ea,ea,,C000274959,
25-122,Active,KIMBCLAR,2025-12-04T00:00:00,PROCESS TENSIDE TANK,PROCESS TENSIDE TANK,,1,120000.00,120000.00,0,ea,ea,,C000274959,
25-123,Active,KIMBCLAR,2025-12-15T00:00:00,BACKWATER TANK,BACKWATER TANK,,1,108000.00,108000.00,0,ea,ea,,C000274959,
25-124,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 1 OF 224,BUFFER TANK 1 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-125,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 2 OF 224,BUFFER TANK 2 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-126,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 3 OF 224,BUFFER TANK 3 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-127,Active,VERTCORP,2026-01-13T00:00:00,BUFFER TANK 4 OF 224,BUFFER TANK 4 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-128,Complete,VERTCORP,2026-01-13T00:00:00,BUFFER TANK 5 OF 224,BUFFER TANK 5 OF 224,,1,20500.00,20500.00,1,ea,ea,,130391459,
25-129,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 6 OF 224,BUFFER TANK 6 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-130,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 7 OF 224,BUFFER TANK 7 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-132,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 9 OF 224,BUFFER TANK 9 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-133,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 10 OF 224,BUFFER TANK 10 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-134,Active,VERTCORP,2026-01-13T00:00:00,BUFFER TANK 11 OF 224,BUFFER TANK 11 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-135,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 12 OF 224,BUFFER TANK 12 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-136,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 13 OF 224,BUFFER TANK 13 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-137,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 14 OF 224,BUFFER TANK 14 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-138,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 15 OF 224,BUFFER TANK 15 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-139,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 16 OF 224,BUFFER TANK 16 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-140,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 17 OF 224,BUFFER TANK 17 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-141,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 18 OF 224,BUFFER TANK 18 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-142,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 19 OF 224,BUFFER TANK 19 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-143,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 20 OF 224,BUFFER TANK 20 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-144,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 21 OF 224,BUFFER TANK 21 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-145,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 22 OF 224,BUFFER TANK 22 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-146,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 23 OF 224,BUFFER TANK 23 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-147,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 24 OF 224,BUFFER TANK 24 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-148,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 25 OF 224,BUFFER TANK 25 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-149,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 26 OF 224,BUFFER TANK 26 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-150,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 27 OF 224,BUFFER TANK 27 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-151,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 28 OF 224,BUFFER TANK 28 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-152,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 29 OF 224,BUFFER TANK 29 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-153,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 30 OF 224,BUFFER TANK 30 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-154,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 31 OF 224,BUFFER TANK 31 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-155,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 32 OF 224,BUFFER TANK 32 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-156,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 33 OF 224,BUFFER TANK 33 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-157,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 34 OF 224,BUFFER TANK 34 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-158,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 35 OF 224,BUFFER TANK 35 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-159,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 36 OF 224,BUFFER TANK 36 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-160,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 37 OF 224,BUFFER TANK 37 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-161,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 38 OF 224,BUFFER TANK 38 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-162,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 39 OF 224,BUFFER TANK 39 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-163,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 40 OF 224,BUFFER TANK 40 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-164,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 41 OF 224,BUFFER TANK 41 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-165,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 42 OF 224,BUFFER TANK 42 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-166,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 43 OF 224,BUFFER TANK 43 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-167,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 44 OF 224,BUFFER TANK 44 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-168,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 45 OF 224,BUFFER TANK 45 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-169,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 46 OF 224,BUFFER TANK 46 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-170,Active,VERTCORP,2026-01-02T00:00:00,BUFFER TANK 47 OF 224,BUFFER TANK 47 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-171,Active,VERTCORP,2026-01-02T00:00:00,BUFFER TANK 48 OF 224,BUFFER TANK 48 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-172,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 49 OF 224,BUFFER TANK 49 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-173,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 50 OF 224,BUFFER TANK 50 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-174,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 51 OF 224,BUFFER TANK 51 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-175,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 52 OF 224,BUFFER TANK 52 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-176,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 53 OF 224,BUFFER TANK 53 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-177,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 54 OF 224,BUFFER TANK 54 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-178,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 55 OF 224,BUFFER TANK 55 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-179,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 56 OF 224,BUFFER TANK 56 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-180,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 57 OF 224,BUFFER TANK 57 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-181,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 58 OF 224,BUFFER TANK 58 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-182,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 59 OF 224,BUFFER TANK 59 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-183,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 60 OF 224,BUFFER TANK 60 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
25-184,Active,VERTCORP,2025-12-15T00:00:00,BUFFER TANK 61 OF 224,BUFFER TANK 61 OF 224,,1,20500.00,20500.00,0,ea,ea,,130391459,
