job,part_number,customer,make_quantity,labor_hrs,labor_setup,labor_run,ot_hrs,ot_setup,ot_run,scrap_qty,scrap_run,scrap_setup
25-168,BUFFER TANK 45 OF 224,VERTCORP,1,10.00,0.00,10.00,2.50,0.00,2.50,0.00,0.00,0.00
25-169,BUFFER TANK 46 OF 224,VERTCORP,1,7.50,0.00,7.50,4.50,0.00,4.50,0.00,0.00,0.00
25-170,BUFFER TANK 47 OF 224,VERTCORP,1,5.50,0.00,5.50,2.50,0.00,2.50,0.00,0.00,0.00
25-171,BUFFER TANK 48 OF 224,VERTCORP,1,3.75,0.00,3.75,3.25,0.00,3.25,0.00,0.00,0.00
25-172,BUFFER TANK 49 OF 224,VERTCORP,1,2.50,0.00,2.50,2.25,0.00,2.25,0.00,0.00,0.00
25-173,BUFFER TANK 50 OF 224,VERTCORP,1,2.50,0.00,2.50,1.50,0.00,1.50,0.00,0.00,0.00
25-174,BUFFER TANK 51 OF 224,VERTCORP,1,2.50,0.00,2.50,1.50,0.00,1.50,0.00,0.00,0.00
25-175,BUFFER TANK 52 OF 224,VERTCORP,1,2.50,0.00,2.50,1.50,0.00,1.50,0.00,0.00,0.00
25-176,BUFFER TANK 53 OF 224,VERTCORP,1,2.00,0.00,2.00,1.50,0.00,1.50,0.00,0.00,0.00
25-177,BUFFER TANK 54 OF 224,VERTCORP,1,2.00,0.00,2.00,1.50,0.00,1.50,0.00,0.00,0.00
25-178,BUFFER TANK 55 OF 224,VERTCORP,1,2.00,0.00,2.00,1.75,0.00,1.75,0.00,0.00,0.00
25-179,BUFFER TANK 56 OF 224,VERTCORP,1,4.00,0.00,4.00,1.50,0.00,1.50,0.00,0.00,0.00
25-180,BUFFER TANK 57 OF 224,VERTCORP,1,2.00,0.00,2.00,1.50,0.00,1.50,0.00,0.00,0.00
25-181,BUFFER TANK 58 OF 224,VERTCORP,1,2.50,0.00,2.50,1.00,0.00,1.00,0.00,0.00,0.00
25-182,BUFFER TANK 59 OF 224,VERTCORP,1,2.50,0.00,2.50,1.00,0.00,1.00,0.00,0.00,0.00
25-183,BUFFER TANK 60 OF 224,VERTCORP,1,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
25-184,BUFFER TANK 61 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-185,BUFFER TANK 62 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-186,BUFFER TANK 63 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-187,BUFFER TANK 64 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-188,BUFFER TANK 65 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-189,BUFFER TANK 66 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-190,BUFFER TANK 67 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-191,BUFFER TANK 68 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-192,BUFFER TANK 69 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-193,BUFFER TANK 70 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-194,BUFFER TANK 71 OF 224,VERTCORP,1,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00
25-195,BUFFER TANK 72 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-196,BUFFER TANK 73 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-197,BUFFER TANK 74 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-198,BUFFER TANK 75 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-199,BUFFER TANK 76 OF 224,VERTCORP,1,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
25-200,BUFFER TANK 77 OF 224,VERTCORP,1,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
25-201,BUFFER TANK 78 OF 224,VERTCORP,1,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
25-202,BUFFER TANK 79 OF 224,VERTCORP,1,1.50,0.00,1.50,1.25,0.00,1.25,0.00,0.00,0.00
25-203,BUFFER TANK 80 OF 224,VERTCORP,1,1.50,0.00,1.50,1.25,0.00,1.25,0.00,0.00,0.00
25-204,BUFFER TANK 81 OF 224,VERTCORP,1,2.50,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
25-205,BUFFER TANK 82 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-206,BUFFER TANK 83 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-207,BUFFER TANK 84 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-208,BUFFER TANK 85 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-209,BUFFER TANK 86 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-210,BUFFER TANK 87 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-211,BUFFER TANK 88 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-212,BUFFER TANK 89 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-213,BUFFER TANK 90 OF 224,VERTCORP,1,1.50,0.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00
25-214,BUFFER TANK 91 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-215,BUFFER TANK 92 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-216,BUFFER TANK 93 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-217,BUFFER TANK 94 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-218,BUFFER TANK 95 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-219,BUFFER TANK 96 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-220,BUFFER TANK 97 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-221,BUFFER TANK 98 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-222,BUFFER TANK 99 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-223,BUFFER TANK 100 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-224,BUFFER TANK 101 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-225,BUFFER TANK 102 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-226,BUFFER TANK 103 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-227,BUFFER TANK 104 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-228,BUFFER TANK 105 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-229,BUFFER TANK 106 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-230,BUFFER TANK 107 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-231,BUFFER TANK 108 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-232,BUFFER TANK 109 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-233,BUFFER TANK 110 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-234,BUFFER TANK 111 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-235,BUFFER TANK 112 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-236,BUFFER TANK 113 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-237,BUFFER TANK 114 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-238,BUFFER TANK 115 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-239,BUFFER TANK 116 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-240,BUFFER TANK 117 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-241,BUFFER TANK 118 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-242,BUFFER TANK 119 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-243,BUFFER TANK 120 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-244,BUFFER TANK 121 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-245,BUFFER TANK 122 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-246,BUFFER TANK 123 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-247,BUFFER TANK 124 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-248,BUFFER TANK 125 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-249,BUFFER TANK 126 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-250,BUFFER TANK 127 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-251,BUFFER TANK 128 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-252,BUFFER TANK 129 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-253,BUFFER TANK 130 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-254,BUFFER TANK 131 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-255,BUFFER TANK 132 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-256,BUFFER TANK 133 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-257,BUFFER TANK 134 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-258,BUFFER TANK 135 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-259,BUFFER TANK 136 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-260,BUFFER TANK 137 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-261,BUFFER TANK 138 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-262,BUFFER TANK 139 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-263,BUFFER TANK 140 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-264,BUFFER TANK 141 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-265,BUFFER TANK 142 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-266,BUFFER TANK 143 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-267,BUFFER TANK 144 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-274,BUFFER TANK 151 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-275,BUFFER TANK 152 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-276,BUFFER TANK 153 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-277,BUFFER TANK 154 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-278,BUFFER TANK 155 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-279,BUFFER TANK 156 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-280,BUFFER TANK 157 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-281,BUFFER TANK 158 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-282,BUFFER TANK 159 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-283,BUFFER TANK 160 OF 224,VERTCORP,1,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00,0.00
25-284,BUFFER TANK 161 OF 224,VERTCORP,1,0.50,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00
25-285,BUFFER TANK 162 OF 224,VERTCORP,1,0.50,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00
25-286,BUFFER TANK 163 OF 224,VERTCORP,1,0.50,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00
25-287,BUFFER TANK 164 OF 224,VERTCORP,1,0.50,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00
25-288,BUFFER TANK 165 OF 224,VERTCORP,1,0.50,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00
25-289,BUFFER TANK 166 OF 224,VERTCORP,1,0.50,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00
25-290,BUFFER TANK 167 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-291,BUFFER TANK 168 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-292,BUFFER TANK 169 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-293,BUFFER TANK 170 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-294,BUFFER TANK 171 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-295,BUFFER TANK 172 OF 224,VERTCORP,1,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00
25-296,BUFFER TANK 173 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-297,BUFFER TANK 174 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-298,BUFFER TANK 175 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-299,BUFFER TANK 176 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-300,BUFFER TANK 177 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-301,BUFFER TANK 178 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-302,BUFFER TANK 179 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-303,BUFFER TANK 180 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-304,BUFFER TANK 181 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-305,BUFFER TANK 182 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-306,BUFFER TANK 183 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-307,BUFFER TANK 184 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-308,BUFFER TANK 185 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-309,BUFFER TANK 186 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-310,BUFFER TANK 187 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-311,BUFFER TANK 188 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-312,BUFFER TANK 189 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-313,BUFFER TANK 190 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-314,BUFFER TANK 191 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-315,BUFFER TANK 192 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-316,BUFFER TANK 193 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-317,BUFFER TANK 194 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-318,BUFFER TANK 195 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-319,BUFFER TANK 196 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-320,BUFFER TANK 197 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-321,BUFFER TANK 198 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-322,BUFFER TANK 199 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-323,BUFFER TANK 200 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-324,BUFFER TANK 201 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-325,BUFFER TANK 202 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-326,BUFFER TANK 203 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-327,BUFFER TANK 204 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-328,BUFFER TANK 205 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-329,BUFFER TANK 206 OF 224,VERTCORP,1,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00
25-330,BUFFER TANK 207 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-331,BUFFER TANK 208 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-332,BUFFER TANK 209 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-333,BUFFER TANK 210 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-334,BUFFER TANK 211 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-335,BUFFER TANK 212 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-336,BUFFER TANK 213 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-337,BUFFER TANK 214 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-338,BUFFER TANK 215 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-339,BUFFER TANK 216 OF 224,VERTCORP,1,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
25-340,BUFFER TANK 217 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-341,BUFFER TANK 218 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-342,BUFFER TANK 219 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-343,BUFFER TANK 220 OF 224,VERTCORP,1,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
25-344,BUFFER TANK 221 OF 224,VERTCORP,1,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
25-345,BUFFER TANK 222 OF 224,VERTCORP,1,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
25-346,BUFFER TANK 223 OF 224,VERTCORP,1,0.00,0.00,0.00,2.00,0.00,2.00,0.00,0.00,0.00
OH-15,,,1,343.25,0.00,343.25,54.25,0.00,54.25,0.00,0.00,0.00
OH-16,,,1,3385.00,0.00,3385.00,582.75,0.00,582.75,0.00,0.00,0.00
OH-17,,,1,3297.25,0.00,3297.25,636.00,0.00,636.00,0.00,0.00,0.00
OH-18,,,1,4661.50,0.00,4661.50,602.50,0.00,602.50,0.00,0.00,0.00
OH-19,,,1,5072.00,0.00,5072.00,470.25,0.00,470.25,0.00,0.00,0.00
OH-20,,,1,5119.50,0.00,5119.50,1139.00,0.00,1139.00,0.00,0.00,0.00
OH-21,,,1,6490.25,0.00,6490.25,815.50,0.00,815.50,0.00,0.00,0.00
OH-22,,,1,7094.25,0.00,7094.25,1115.75,0.00,1115.75,0.00,0.00,0.00
OH-23,,,1,7734.25,0.00,7734.25,1348.25,0.00,1348.25,0.00,0.00,0.00
OH-24,,,1,9022.75,0.00,9022.75,716.75,0.00,716.75,0.00,0.00,0.00
OH-25,,,1,12932.50,0.00,12932.50,1088.25,0.00,1088.25,0.00,0.00,0.00
OH-26,,SAVATANK,1,3385.00,0.00,3385.00,532.75,0.00,532.75,0.00,0.00,0.00
