25-308,5,Clean & Prep Parts,PRE FAB,3,0,O,2026-01-02 00:00:00.000
25-308,6,"Bld Lift Lugs, Grd Lugs",PRE FAB,1,0,O,2026-01-02 00:00:00.000
25-308,7,Fab Miscellaneous Parts,PRE FAB,2,0,O,2026-01-02 00:00:00.000
25-308,8,Misc Fabrication,PRE FAB,2,0,O,2026-01-02 00:00:00.000
25-308,9,Wrap Top & Bottom Heads,PRE FAB,1,0,O,2026-01-02 00:00:00.000
25-308,10,UT Shells,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,11,"BI, SQ, T&C Shells",PRE FAB,1,0,O,2026-01-02 00:00:00.000
25-308,12,"Roll Shell, Tack-Weld I/S",PRE FAB,3,0,O,2026-01-02 00:00:00.000
25-308,13,QC Inspection -Top/Bot/Co,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,14,Set Nozzles & Lugs - Top,PRE FAB,1,0,O,2026-01-02 00:00:00.000
25-308,15,Weld Nozzles - Top Head,PRE FAB,3,0,O,2026-01-02 00:00:00.000
25-308,16,QC Inspection -Top/Bot/Co,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,17,Set Nozzles - Bottom Head,PRE FAB,1,0,O,2026-01-02 00:00:00.000
25-308,18,Weld Nozzles - Bot. Head,PRE FAB,1,0,O,2026-01-02 00:00:00.000
25-308,19,"Bld Skirt, Roll & Tack",PRE FAB,2,0,O,2026-01-02 00:00:00.000
25-308,20,"Bld Skirt, Fit Anchor/Gst",FIT,1,0,O,2026-01-02 00:00:00.000
25-308,21,"Weld Skirt Nozzles, Etc.",FIT,1,0,O,2026-01-02 00:00:00.000
25-308,22,ASME Hold Point,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,23,Fit Bottom Head to Shell,FIT,4,0,O,2026-01-02 00:00:00.000
25-308,24,Install Baffles-Weld,FIT,6,0,O,2026-01-02 00:00:00.000
25-308,25,Install Internal Parts,FIT,3,0,O,2026-01-02 00:00:00.000
25-308,26,QC Inspection - Internal,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,27,Fit Top to Shell,FIT,1,0,O,2026-01-02 00:00:00.000
25-308,28,Weld all Outside Seams,FIT,2,0,O,2026-01-02 00:00:00.000
25-308,29,Move Tank to Detail Rolls,MOVE TANK,1,0,O,2026-01-02 00:00:00.000
25-308,30,Install Support Parts,FIT,4,0,O,2026-01-02 00:00:00.000
25-308,31,Set Nozzles in Shell,FIT,1,0,O,2026-01-02 00:00:00.000
25-308,32,Weld Shell Nozz & M/Ws,FIT,3,0,O,2026-01-02 00:00:00.000
25-308,33,Install Name Tag,FINISHING,1,0,O,2026-01-02 00:00:00.000
25-308,34,"Inspect Tank, Make Repair",FIT,1,0,O,2026-01-02 00:00:00.000
25-308,35,QC Inspection - Fab,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,36,ASME Inspection Internal,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,37,Move to Shop Test Area,MOVE TANK,1,0,O,2026-01-02 00:00:00.000
25-308,38,Test Tank,FINISHING,4,0,O,2026-01-02 00:00:00.000
25-308,39,QC Inspection - Test,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,40,ASME Inspection Test,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,41,Clean Tank Complete,FINISHING,5,0,O,2026-01-02 00:00:00.000
25-308,42,QC Inspection - Clean,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,43,Prepare Tank for Shipment,FINISHING,1,0,O,2026-01-02 00:00:00.000
25-308,44,QC Inspection - Final & L,INSPECTION,0,0,O,2026-01-02 00:00:00.000
25-308,45,Load on Truck,SHIPPING,1,0,O,2026-01-02 00:00:00.000
