Job,Sequence,Work_Center,Description,Est_Setup_Hrs,Est_Run_Hrs,Est_Total_Hrs,Act_Setup_Hrs,Act_Run_Hrs,Est_Setup_Labor,Est_Run_Labor,Act_Setup_Labor,Act_Run_Labor,Est_Labor_Burden,Act_Labor_Burden,Est_Machine_Burden,Act_Machine_Burden,Est_Total_Cost,Act_Total_Cost,Status,Run_Pct_Complete,Setup_Pct_Complete,Due_Date,Sched_Start,Sched_End,Actual_Start,Act_Total_Hrs
25-233,19,PRE FAB,"Bld Skirt, Roll & Tack",0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 06:30:00,2026-04-09 08:30:00,,0.0
25-233,20,FIT,"Bld Skirt, Fit Anchor/Gst",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 08:30:00,2026-04-09 09:30:00,,0.0
25-233,21,FIT,"Weld Skirt Nozzles, Etc.",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 09:30:00,2026-04-09 10:30:00,,0.0
25-233,22,INSPECTION,ASME Hold Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 10:30:00,2026-04-09 10:30:00,,0.0
25-233,23,FIT,Fit Bottom Head to Shell,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 10:30:00,2026-04-09 15:00:00,,0.0
25-233,24,FIT,Install Baffles-Weld,0.0,6.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 15:00:00,2026-04-10 10:30:00,,0.0
25-233,25,FIT,Install Internal Parts,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 10:30:00,2026-04-10 13:30:00,,0.0
25-233,26,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:30:00,2026-04-10 13:30:00,,0.0
25-233,27,FIT,Fit Top to Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:30:00,2026-04-13 06:30:00,,0.0
25-233,28,FIT,Weld all Outside Seams,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 06:30:00,2026-04-13 08:30:00,,0.0
25-233,29,MOVE TANK,Move Tank to Detail Rolls,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 08:30:00,2026-04-13 09:30:00,,0.0
25-233,30,FIT,Install Support Parts,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 09:30:00,2026-04-13 13:30:00,,0.0
25-233,31,FIT,Set Nozzles in Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 13:30:00,2026-04-13 15:00:00,,0.0
25-233,32,FIT,Weld Shell Nozz & M/Ws,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 15:00:00,2026-04-14 07:30:00,,0.0
25-233,33,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 07:30:00,2026-04-14 08:30:00,,0.0
25-233,34,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 08:30:00,2026-04-14 09:30:00,,0.0
25-233,35,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 09:30:00,2026-04-14 09:30:00,,0.0
25-233,36,INSPECTION,ASME Inspection Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 09:30:00,2026-04-14 09:30:00,,0.0
25-233,37,MOVE TANK,Move to Shop Test Area,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 09:30:00,2026-04-14 10:30:00,,0.0
25-233,38,FINISHING,Test Tank,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 10:30:00,2026-04-14 15:00:00,,0.0
25-233,39,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 15:00:00,2026-04-14 15:00:00,,0.0
25-233,40,INSPECTION,ASME Inspection Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 15:00:00,2026-04-14 15:00:00,,0.0
25-233,41,FINISHING,Clean Tank Complete,0.0,5.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 15:00:00,2026-04-15 09:30:00,,0.0
25-233,42,INSPECTION,QC Inspection - Clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-15 09:30:00,2026-04-15 09:30:00,,0.0
25-233,43,FINISHING,Prepare Tank for Shipment,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-15 09:30:00,2026-04-15 10:30:00,,0.0
25-233,44,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-15 10:30:00,2026-04-15 10:30:00,,0.0
25-233,45,SHIPPING,Load on Truck,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-15 10:30:00,2026-04-15 11:30:00,,0.0
25-234,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-03 14:33:00,2026-04-03 14:33:00,,0.0
25-234,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-03 14:33:00,2026-04-03 14:33:00,,0.0
25-234,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,2.0,2.0,0.0,0.5,0.0,40.0,0.0,12.5,92.0,28.75,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-11 06:00:00,2026-04-06 07:30:00,2026-02-11 06:00:00,0.5
25-234,3,PRE FAB,Build Nozzles-Weld,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-06 07:30:00,2026-04-06 11:30:00,,0.0
25-234,4,PRE FAB,Cut Parts on Burn Table,0.0,6.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-06 11:30:00,2026-04-07 07:30:00,,0.0
25-234,5,PRE FAB,Clean & Prep Parts,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 07:30:00,2026-04-07 10:30:00,,0.0
25-234,6,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 10:30:00,2026-04-07 11:30:00,,0.0
25-234,7,PRE FAB,Fab Miscellaneous Parts,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 11:30:00,2026-04-07 13:30:00,,0.0
25-234,8,PRE FAB,Misc Fabrication,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 13:30:00,2026-04-07 16:00:00,,0.0
25-234,9,PRE FAB,Wrap Top & Bottom Heads,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 16:00:00,2026-04-08 06:30:00,,0.0
25-234,10,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 06:30:00,2026-04-08 06:30:00,,0.0
25-234,11,PRE FAB,"BI, SQ, T&C Shells",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 06:30:00,2026-04-08 07:30:00,,0.0
25-234,12,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 07:30:00,2026-04-08 10:30:00,,0.0
25-234,13,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 10:30:00,2026-04-08 10:30:00,,0.0
25-234,14,PRE FAB,Set Nozzles & Lugs - Top,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 10:30:00,2026-04-08 11:30:00,,0.0
25-234,15,PRE FAB,Weld Nozzles - Top Head,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 11:30:00,2026-04-08 15:00:00,,0.0
25-234,16,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 15:00:00,2026-04-08 15:00:00,,0.0
25-234,17,PRE FAB,Set Nozzles - Bottom Head,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 15:00:00,2026-04-08 16:00:00,,0.0
25-234,18,PRE FAB,Weld Nozzles - Bot. Head,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 16:00:00,2026-04-09 06:30:00,,0.0
25-234,19,PRE FAB,"Bld Skirt, Roll & Tack",0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 06:30:00,2026-04-09 08:30:00,,0.0
25-234,20,FIT,"Bld Skirt, Fit Anchor/Gst",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 08:30:00,2026-04-09 09:30:00,,0.0
25-234,21,FIT,"Weld Skirt Nozzles, Etc.",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 09:30:00,2026-04-09 10:30:00,,0.0
25-234,22,INSPECTION,ASME Hold Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 10:30:00,2026-04-09 10:30:00,,0.0
25-234,23,FIT,Fit Bottom Head to Shell,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 10:30:00,2026-04-09 15:00:00,,0.0
25-234,24,FIT,Install Baffles-Weld,0.0,6.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 15:00:00,2026-04-10 10:30:00,,0.0
25-234,25,FIT,Install Internal Parts,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 10:30:00,2026-04-10 13:30:00,,0.0
25-234,26,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:30:00,2026-04-10 13:30:00,,0.0
25-234,27,FIT,Fit Top to Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:30:00,2026-04-13 06:30:00,,0.0
25-234,28,FIT,Weld all Outside Seams,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 06:30:00,2026-04-13 08:30:00,,0.0
25-234,29,MOVE TANK,Move Tank to Detail Rolls,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 08:30:00,2026-04-13 09:30:00,,0.0
25-234,30,FIT,Install Support Parts,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 09:30:00,2026-04-13 13:30:00,,0.0
25-234,31,FIT,Set Nozzles in Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 13:30:00,2026-04-13 15:00:00,,0.0
25-234,32,FIT,Weld Shell Nozz & M/Ws,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 15:00:00,2026-04-14 07:30:00,,0.0
25-234,33,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 07:30:00,2026-04-14 08:30:00,,0.0
25-234,34,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 08:30:00,2026-04-14 09:30:00,,0.0
25-234,35,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 09:30:00,2026-04-14 09:30:00,,0.0
25-234,36,INSPECTION,ASME Inspection Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 09:30:00,2026-04-14 09:30:00,,0.0
25-234,37,MOVE TANK,Move to Shop Test Area,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 09:30:00,2026-04-14 10:30:00,,0.0
25-234,38,FINISHING,Test Tank,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 10:30:00,2026-04-14 15:00:00,,0.0
25-234,39,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 15:00:00,2026-04-14 15:00:00,,0.0
25-234,40,INSPECTION,ASME Inspection Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 15:00:00,2026-04-14 15:00:00,,0.0
25-234,41,FINISHING,Clean Tank Complete,0.0,5.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 15:00:00,2026-04-15 09:30:00,,0.0
25-234,42,INSPECTION,QC Inspection - Clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-15 09:30:00,2026-04-15 09:30:00,,0.0
25-234,43,FINISHING,Prepare Tank for Shipment,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-15 09:30:00,2026-04-15 10:30:00,,0.0
25-234,44,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-15 10:30:00,2026-04-15 10:30:00,,0.0
25-234,45,SHIPPING,Load on Truck,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-15 10:30:00,2026-04-15 11:30:00,,0.0
25-235,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-03 14:33:00,2026-04-03 14:33:00,,0.0
25-235,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-03 14:33:00,2026-04-03 14:33:00,,0.0
25-235,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,2.0,2.0,0.0,0.5,0.0,40.0,0.0,12.5,92.0,28.75,0.0,0.0,0.0,0.0,S,0.0,0.0,,2026-02-11 06:00:00,2026-04-06 07:30:00,2026-02-11 06:00:00,0.5
25-235,3,PRE FAB,Build Nozzles-Weld,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-06 07:30:00,2026-04-06 11:30:00,,0.0
25-235,4,PRE FAB,Cut Parts on Burn Table,0.0,6.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-06 11:30:00,2026-04-07 07:30:00,,0.0
25-235,5,PRE FAB,Clean & Prep Parts,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 07:30:00,2026-04-07 10:30:00,,0.0
25-235,6,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 10:30:00,2026-04-07 11:30:00,,0.0
25-235,7,PRE FAB,Fab Miscellaneous Parts,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 11:30:00,2026-04-07 13:30:00,,0.0
25-235,8,PRE FAB,Misc Fabrication,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 13:30:00,2026-04-07 16:00:00,,0.0
25-235,9,PRE FAB,Wrap Top & Bottom Heads,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-07 16:00:00,2026-04-08 06:30:00,,0.0
25-235,10,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 06:30:00,2026-04-08 06:30:00,,0.0
25-235,11,PRE FAB,"BI, SQ, T&C Shells",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 06:30:00,2026-04-08 07:30:00,,0.0
25-235,12,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 07:30:00,2026-04-08 10:30:00,,0.0
25-235,13,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 10:30:00,2026-04-08 10:30:00,,0.0
25-235,14,PRE FAB,Set Nozzles & Lugs - Top,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 10:30:00,2026-04-08 11:30:00,,0.0
25-235,15,PRE FAB,Weld Nozzles - Top Head,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 11:30:00,2026-04-08 15:00:00,,0.0
25-235,16,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 15:00:00,2026-04-08 15:00:00,,0.0
25-235,17,PRE FAB,Set Nozzles - Bottom Head,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 15:00:00,2026-04-08 16:00:00,,0.0
25-235,18,PRE FAB,Weld Nozzles - Bot. Head,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-08 16:00:00,2026-04-09 06:30:00,,0.0
25-235,19,PRE FAB,"Bld Skirt, Roll & Tack",0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 06:30:00,2026-04-09 08:30:00,,0.0
25-235,20,FIT,"Bld Skirt, Fit Anchor/Gst",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 08:30:00,2026-04-09 09:30:00,,0.0
25-235,21,FIT,"Weld Skirt Nozzles, Etc.",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 09:30:00,2026-04-09 10:30:00,,0.0
25-235,22,INSPECTION,ASME Hold Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 10:30:00,2026-04-09 10:30:00,,0.0
25-235,23,FIT,Fit Bottom Head to Shell,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 10:30:00,2026-04-09 15:00:00,,0.0
25-235,24,FIT,Install Baffles-Weld,0.0,6.0,6.0,0.0,0.0,0.0,120.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-09 15:00:00,2026-04-10 10:30:00,,0.0
25-235,25,FIT,Install Internal Parts,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 10:30:00,2026-04-10 13:30:00,,0.0
25-235,26,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:30:00,2026-04-10 13:30:00,,0.0
25-235,27,FIT,Fit Top to Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-10 13:30:00,2026-04-13 06:30:00,,0.0
25-235,28,FIT,Weld all Outside Seams,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 06:30:00,2026-04-13 08:30:00,,0.0
25-235,29,MOVE TANK,Move Tank to Detail Rolls,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 08:30:00,2026-04-13 09:30:00,,0.0
25-235,30,FIT,Install Support Parts,0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 09:30:00,2026-04-13 13:30:00,,0.0
25-235,31,FIT,Set Nozzles in Shell,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 13:30:00,2026-04-13 15:00:00,,0.0
25-235,32,FIT,Weld Shell Nozz & M/Ws,0.0,3.0,3.0,0.0,0.0,0.0,60.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-13 15:00:00,2026-04-14 07:30:00,,0.0
25-235,33,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 07:30:00,2026-04-14 08:30:00,,0.0
25-235,34,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,O,0.0,0.0,,2026-04-14 08:30:00,2026-04-14 09:30:00,,0.0
