Job,Sequence,Work_Center,Description,Est_Setup_Hrs,Est_Run_Hrs,Est_Total_Hrs,Act_Setup_Hrs,Act_Run_Hrs,Est_Setup_Labor,Est_Run_Labor,Act_Setup_Labor,Act_Run_Labor,Est_Labor_Burden,Act_Labor_Burden,Est_Machine_Burden,Act_Machine_Burden,Est_Total_Cost,Act_Total_Cost,Status,Run_Pct_Complete,Setup_Pct_Complete,Due_Date,Sched_Start,Sched_End,Actual_Start,Act_Total_Hrs
23-048,11,PRE FAB,Build Supports,0.0,7.0,7.0,0.0,6.5,0.0,140.0,0.0,201.5,322.0,463.45,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-19 06:00:00,6.5
23-048,12,PRE FAB,Roll Repads-Drill & Tap,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,41.5,46.0,95.45,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-09 06:00:00,1.0
23-048,13,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,83.0,92.0,190.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-16 06:00:00,2.0
23-048,14,PRE FAB,"Cut, Make Baffle Supports",0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,112.0,138.0,257.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-25 06:00:00,3.0
23-048,15,PRE FAB,Build Baffles-Weld,0.0,24.0,24.0,0.0,23.0,0.0,480.0,0.0,496.0,1104.0,1140.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-01 06:00:00,23.0
23-048,16,PRE FAB,Fab Miscellaneous Parts,0.0,3.0,3.0,0.0,6.0,0.0,60.0,0.0,156.0,138.0,358.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-13 06:00:00,6.0
23-048,17,PRE FAB,Misc Fabrication,0.0,6.0,6.0,0.0,5.0,0.0,120.0,0.0,269.75,276.0,477.25,0.0,0.0,0.0,0.0,C,70.0,0.0,,,,2024-04-12 06:00:00,5.0
23-048,18,PRE FAB,"Cut, Build Handrail Parts",0.0,6.0,6.0,0.0,7.5,0.0,120.0,0.0,217.0,276.0,453.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-21 06:00:00,7.5
23-048,19,PRE FAB,Roll Handrail Pipe,0.0,3.0,3.0,0.0,2.0,0.0,60.0,0.0,58.0,138.0,133.4,0.0,0.0,0.0,0.0,C,75.0,0.0,,,,2024-02-20 06:00:00,2.0
23-048,20,PRE FAB,Roll Handrail Toe Plate,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,83.0,92.0,190.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-29 06:00:00,2.0
23-048,21,PRE FAB,Build Handrail-Weld,0.0,28.0,28.0,0.0,24.75,0.0,560.0,0.0,914.75,1288.0,1865.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-07 06:00:00,24.75
23-048,22,PRE FAB,"Cut, Build Platform Parts",0.0,9.0,9.0,0.0,6.0,0.0,180.0,0.0,156.0,414.0,358.8,0.0,0.0,0.0,0.0,C,70.0,0.0,,,,2024-04-29 06:00:00,6.0
23-048,23,PRE FAB,Burn Platform Grating,0.0,10.0,10.0,0.0,8.0,0.0,200.0,0.0,207.0,460.0,476.1,0.0,0.0,0.0,0.0,C,80.0,0.0,,,,2024-05-07 06:00:00,8.0
23-048,24,PRE FAB,Build Platform-Weld,0.0,35.0,35.0,0.0,27.25,0.0,700.0,0.0,756.5,1610.0,1739.95,0.0,0.0,0.0,0.0,C,80.0,0.0,,,,2024-05-08 06:00:00,27.25
23-048,25,PRE FAB,Mount Platform Handrail,0.0,8.0,8.0,0.0,9.0,0.0,160.0,0.0,243.0,368.0,558.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-08 06:00:00,9.0
23-048,26,INSPECTION,QC Inspection - Pre Sub C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,27,PRE FAB,Wrap Top & Bottom Heads,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,28.5,46.0,65.55,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,,1.0
23-048,28,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,29,PRE FAB,"BI, SQ, T&C Shells",0.0,24.0,24.0,0.0,19.5,0.0,480.0,0.0,682.5,1104.0,1345.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-15 06:00:00,19.5
23-048,30,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,12.0,12.0,0.0,7.0,0.0,240.0,0.0,210.0,552.0,483.0,0.0,0.0,0.0,0.0,C,80.0,0.0,,,,2024-03-18 06:00:00,7.0
23-048,31,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,32,FIT,"L/O Top, B&C Holes",0.0,8.0,8.0,0.0,13.0,0.0,160.0,0.0,345.0,368.0,793.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-25 06:00:00,13.0
23-048,33,PRE FAB,Set Nozzles & Lugs - Top,0.0,4.0,4.0,0.0,18.5,0.0,80.0,0.0,648.0,184.0,1235.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-05 06:00:00,18.5
23-048,34,FIT,Weld Nozzles - Top Head,0.0,24.0,24.0,0.0,38.5,0.0,480.0,0.0,1530.5,1104.0,2924.45,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-11 06:00:00,38.5
23-048,35,FIT,I&W Repads -Top,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,84.0,138.0,193.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-20 06:00:00,3.0
23-048,36,PRE FAB,Install Top Stiffeners,0.0,4.0,4.0,0.0,5.0,0.0,80.0,0.0,150.0,184.0,345.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-19 06:00:00,5.0
23-048,37,PRE FAB,Build Bottom Head/Cone,0.0,18.0,18.0,0.0,18.0,0.0,360.0,0.0,466.0,828.0,1071.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-20 06:00:00,18.0
23-048,38,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,39,PRE FAB,Install Bottom Stiffeners,0.0,18.0,18.0,0.0,18.0,0.0,360.0,0.0,402.0,828.0,924.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-03-05 06:00:00,18.0
23-048,40,FIT,Fit Bottom Head to Shell,0.0,24.0,24.0,0.0,36.0,0.0,480.0,0.0,817.5,1104.0,1880.25,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-04-24 06:00:00,36.0
23-048,41,FIT,Tack Shell Courses,0.0,8.0,8.0,0.0,13.0,0.0,160.0,0.0,374.0,368.0,860.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-29 06:00:00,13.0
23-048,42,FIT,Weld Inside Round Seams,0.0,8.0,8.0,0.0,9.0,0.0,160.0,0.0,374.0,368.0,600.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-31 06:00:00,9.0
23-048,43,FIT,"L/O Shell, B&C Holes",0.0,2.0,2.0,0.0,7.0,0.0,40.0,0.0,209.0,92.0,480.7,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-30 06:00:00,7.0
23-048,44,FIT,Install Baffles-Weld,0.0,20.0,20.0,0.0,17.0,0.0,400.0,0.0,442.0,920.0,1016.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-03 06:00:00,17.0
23-048,45,FIT,Install Internal Parts,0.0,4.0,4.0,0.0,1.0,0.0,80.0,0.0,26.0,184.0,59.8,0.0,0.0,0.0,0.0,C,25.0,0.0,,,,2024-05-30 06:00:00,1.0
23-048,46,INSPECTION,QC Inspection - Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,47,FIT,Fit Top to Shell,0.0,4.0,4.0,0.0,5.0,0.0,80.0,0.0,140.0,184.0,322.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-17 06:00:00,5.0
23-048,48,FIT,Weld top to shell ,0.0,8.0,8.0,0.0,8.5,0.0,160.0,0.0,210.0,368.0,483.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-17 06:00:00,8.5
23-048,49,FIT,Weld all Outside Seams,0.0,16.0,16.0,0.0,10.0,0.0,320.0,0.0,330.0,736.0,759.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-18 06:00:00,10.0
23-048,50,MOVE TANK,Move Tank to Detail Rolls,0.0,2.0,2.0,0.0,6.5,0.0,40.0,0.0,214.0,92.0,492.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-22 06:00:00,6.5
23-048,51,FIT,Install Insul/Vac Rings,0.0,33.0,33.0,0.0,25.5,0.0,660.0,0.0,885.0,1518.0,1842.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-18 06:00:00,25.5
23-048,52,FIT,Install Support Parts,0.0,18.0,18.0,0.0,13.0,0.0,360.0,0.0,442.0,828.0,961.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-03 06:00:00,13.0
23-048,53,FIT,Set Nozzles in Shell,0.0,6.0,6.0,0.0,3.0,0.0,120.0,0.0,105.0,276.0,241.5,0.0,0.0,0.0,0.0,C,50.0,0.0,,,,2024-06-05 06:00:00,3.0
23-048,54,FIT,Weld Shell Nozz & M/Ws,0.0,16.0,16.0,0.0,24.5,0.0,320.0,0.0,930.0,736.0,1897.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-06 06:00:00,24.5
23-048,55,FIT,Add Repads-Weld,0.0,10.0,10.0,0.0,10.0,0.0,200.0,0.0,340.0,460.0,782.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-19 06:00:00,10.0
23-048,56,FIT,Install Dip Pipe Supports,0.0,2.0,2.0,0.0,0.0,0.0,40.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,57,FIT,"Fit Handrail, I&W Clips",0.0,10.0,10.0,0.0,0.0,0.0,200.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,58,FIT,"Fit Platform, I&W Clips",0.0,50.0,50.0,0.0,49.5,0.0,1000.0,0.0,1474.5,2300.0,3233.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-10 06:00:00,49.5
23-048,59,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,38.0,46.0,87.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-20 06:00:00,1.0
23-048,60,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,28.0,46.0,64.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-20 06:00:00,1.0
23-048,61,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,62,MOVE TANK,Move to Shop Test Area,0.0,2.0,2.0,0.0,1.0,0.0,40.0,0.0,38.0,92.0,87.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-20 06:00:00,1.0
23-048,63,FINISHING,Test Tank,0.0,12.0,12.0,0.0,7.0,0.0,240.0,0.0,182.0,552.0,363.4,0.0,0.0,0.0,0.0,C,75.0,0.0,,,,2024-06-20 06:00:00,7.0
23-048,64,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,65,FINISHING,Clean Tank Complete,0.0,38.0,38.0,0.0,42.0,0.0,760.0,0.0,1384.0,1748.0,2311.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-21 06:00:00,42.0
23-048,66,INSPECTION,QC Inspection - Clean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,67,FINISHING,Prepare Tank for Shipment,0.0,3.0,3.0,0.0,2.0,0.0,60.0,0.0,42.0,138.0,96.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-24 06:00:00,2.0
23-048,68,FINISHING,"Check BOM, Pack Parts",0.0,4.0,4.0,0.0,0.0,0.0,80.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,69,INSPECTION,QC Inspection - Final & L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-048,70,SHIPPING,Load on Truck,0.0,6.0,6.0,0.0,6.5,0.0,120.0,0.0,142.5,276.0,327.75,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-25 06:00:00,6.5
23-048,71,SHIPPING,Take Parts - Galvanizers,0.0,3.0,3.0,0.0,3.0,0.0,60.0,0.0,84.0,138.0,193.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-05-16 06:00:00,3.0
23-048,72,SHIPPING,P/U Parts - Galvanizers,0.0,3.0,3.0,0.0,4.0,0.0,60.0,0.0,100.0,138.0,230.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-06-05 06:00:00,4.0
23-048,73,INSPECTION,QC Inspection - Ret Com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,0,PRE FAB,Receive Material,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,1,INSPECTION,UT Top & Bottom Heads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,2,PRE FAB,Cut Nozzle Pipe and Clean,0.0,6.0,6.0,0.0,6.0,0.0,120.0,0.0,144.0,276.0,331.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-13 06:00:00,6.0
23-051,3,PRE FAB,Build Nozzles-Weld,0.0,15.0,15.0,0.0,17.0,0.0,300.0,0.0,527.0,690.0,1212.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-14 06:00:00,17.0
23-051,4,PRE FAB,Build Repads for Nozzles,0.0,10.0,10.0,0.0,8.5,0.0,200.0,0.0,204.0,460.0,469.2,0.0,0.0,0.0,0.0,C,80.0,0.0,,,,2023-12-11 06:00:00,8.5
23-051,5,PRE FAB,Make Manway Parts,0.0,4.0,4.0,0.0,5.0,0.0,80.0,0.0,155.0,184.0,356.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-04 06:00:00,5.0
23-051,6,PRE FAB,"Brn MW Neck, Clean, Bevel",0.0,4.0,4.0,0.0,6.0,0.0,80.0,0.0,186.0,184.0,427.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-21 06:00:00,6.0
23-051,7,PRE FAB,Roll Manway Neck,0.0,4.0,4.0,0.0,8.0,0.0,80.0,0.0,248.0,184.0,570.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-27 06:00:00,8.0
23-051,8,PRE FAB,"S/U Weld MW Flg, Neck Sem",0.0,8.0,8.0,0.0,15.5,0.0,160.0,0.0,480.5,368.0,1105.15,0.0,0.0,0.0,0.0,C,85.0,0.0,,,,2023-12-18 06:00:00,15.5
23-051,9,PRE FAB,Bld Davit Arm Aby Cover,0.0,6.0,6.0,0.0,10.5,0.0,120.0,0.0,372.0,276.0,748.65,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-02 06:00:00,10.5
23-051,10,PRE FAB,"B&C parts-lugs, supp, etc",0.0,50.0,50.0,0.0,117.25,0.0,1000.0,0.0,2706.25,2300.0,6179.53,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-06 06:00:00,117.25
23-051,11,PRE FAB,"B&W Base Ring, Skirt",0.0,3.0,3.0,0.0,4.0,0.0,60.0,0.0,100.0,138.0,230.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-03 06:00:00,4.0
23-051,12,PRE FAB,"Bld Lift Lugs, Grd Lugs",0.0,4.0,4.0,0.0,4.0,0.0,80.0,0.0,166.0,184.0,381.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-24 06:00:00,4.0
23-051,13,PRE FAB,Roll Insulation Rings,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,124.5,92.0,190.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,,2.0
23-051,14,PRE FAB,Fab Miscellaneous Parts,0.0,20.0,20.0,0.0,38.5,0.0,400.0,0.0,959.0,920.0,2067.7,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-03 06:00:00,38.5
23-051,15,PRE FAB,Misc Fabrication,0.0,5.0,5.0,0.0,5.0,0.0,100.0,0.0,160.0,230.0,368.0,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-14 06:00:00,5.0
23-051,16,PRE FAB,Wrap Top & Bottom Heads,0.0,1.0,1.0,0.0,1.5,0.0,20.0,0.0,42.75,46.0,98.33,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-09 06:00:00,1.5
23-051,17,INSPECTION,UT Shells,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,18,PRE FAB,"BI, SQ, T&C Shells",0.0,10.0,10.0,0.0,8.5,0.0,200.0,0.0,246.5,460.0,566.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-07 06:00:00,8.5
23-051,19,PRE FAB,Bevel Shell Plates,0.0,10.0,10.0,0.0,8.5,0.0,200.0,0.0,246.5,460.0,566.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-07 06:00:00,8.5
23-051,20,PRE FAB,"Roll Shell, Tack-Weld I/S",0.0,28.0,28.0,0.0,51.5,0.0,560.0,0.0,1634.0,1288.0,3164.8,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-09 06:00:00,51.5
23-051,21,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,22,FIT,"L/O Top, B&C Holes",0.0,1.0,1.0,0.0,2.5,0.0,20.0,0.0,71.25,46.0,163.88,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-09 06:00:00,2.5
23-051,23,PRE FAB,Set Nozzles & Lugs - Top,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,28.5,46.0,65.55,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-09 06:00:00,1.0
23-051,24,FIT,Weld Nozzles - Top Head,0.0,2.0,2.0,0.0,0.5,0.0,40.0,0.0,13.0,92.0,29.9,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-11-10 06:00:00,0.5
23-051,25,INSPECTION,QC Inspection -Top/Bot/Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,26,PRE FAB,"L/O Bottom, B&C Holes",0.0,1.0,1.0,0.0,2.0,0.0,20.0,0.0,57.0,46.0,131.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-09 06:00:00,2.0
23-051,27,PRE FAB,Set Nozzles - Bottom Head,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,57.0,92.0,131.1,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-16 06:00:00,2.0
23-051,28,FIT,Weld Nozzles - Bot. Head,0.0,3.0,3.0,0.0,3.5,0.0,60.0,0.0,80.5,138.0,185.15,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-16 06:00:00,3.5
23-051,29,FIT,I&W Bottom Repads,0.0,2.0,2.0,0.0,2.0,0.0,40.0,0.0,48.0,92.0,110.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-31 06:00:00,2.0
23-051,30,PRE FAB,"Bld Skirt, Roll & Tack",0.0,4.0,4.0,0.0,4.0,0.0,80.0,0.0,237.0,184.0,363.4,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-17 06:00:00,4.0
23-051,31,PRE FAB,"Bld Skirt, F&T to Base",0.0,5.0,5.0,0.0,7.0,0.0,100.0,0.0,175.0,230.0,402.5,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-17 06:00:00,7.0
23-051,32,FIT,"Bld Skirt, Fit Anchor/Gst",0.0,8.0,8.0,0.0,11.0,0.0,160.0,0.0,297.0,368.0,625.6,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-17 06:00:00,11.0
23-051,33,INSPECTION,ASME Hold Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,34,FIT,Fit Bottom Head to Shell,0.0,4.0,4.0,0.0,7.0,0.0,80.0,0.0,171.0,184.0,393.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-20 06:00:00,7.0
23-051,35,FIT,Tack Shell Courses,0.0,14.0,14.0,0.0,23.0,0.0,280.0,0.0,653.75,644.0,1331.13,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-12-14 06:00:00,23.0
23-051,36,FIT,Weld Inside Round Seams,0.0,15.0,15.0,0.0,40.0,0.0,300.0,0.0,1018.5,690.0,2326.45,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-12-18 06:00:00,40.0
23-051,37,FIT,"L/O Shell, B&C Holes",0.0,20.0,20.0,0.0,24.0,0.0,400.0,0.0,777.0,920.0,1541.0,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-11-20 06:00:00,24.0
23-051,38,FIT,Install Internal Parts,0.0,90.0,90.0,0.0,246.75,0.0,1800.0,0.0,6420.0,4140.0,14136.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-28 06:00:00,246.75
23-051,39,FIT,Fit Top to Shell,0.0,2.0,2.0,0.0,3.5,0.0,40.0,0.0,178.5,92.0,273.7,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-26 06:00:00,3.5
23-051,40,FIT,Weld top to shell ,0.0,4.0,4.0,0.0,4.0,0.0,80.0,0.0,149.5,184.0,265.65,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-26 06:00:00,4.0
23-051,41,FIT,Weld all Outside Seams,0.0,21.0,21.0,0.0,66.5,0.0,420.0,0.0,2062.38,966.0,3963.48,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-15 06:00:00,66.5
23-051,42,MOVE TANK,Move Tank to Detail Rolls,0.0,2.0,2.0,0.0,22.0,0.0,40.0,0.0,665.5,92.0,1302.95,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-12-14 06:00:00,22.0
23-051,43,FIT,Install Insul/Vac Rings,0.0,50.0,50.0,0.0,129.75,0.0,1000.0,0.0,3683.19,2300.0,7696.09,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-12-08 06:00:00,129.75
23-051,44,FIT,Install Lift Lugs on Shl,0.0,3.0,3.0,0.0,4.5,0.0,60.0,0.0,153.0,138.0,351.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-30 06:00:00,4.5
23-051,45,FIT,Install Support Parts,0.0,8.0,8.0,0.0,12.0,0.0,160.0,0.0,313.5,368.0,721.05,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-11-20 06:00:00,12.0
23-051,46,FIT,"Weld rings, lugs, suppts",0.0,20.0,20.0,0.0,27.5,0.0,400.0,0.0,813.5,920.0,1714.65,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2023-11-20 06:00:00,27.5
23-051,47,FIT,Set Nozzles in Shell,0.0,15.0,15.0,0.0,17.75,0.0,300.0,0.0,621.38,690.0,1131.03,0.0,0.0,0.0,0.0,C,90.0,0.0,,,,2024-01-03 06:00:00,17.75
23-051,48,FIT,Weld Shell Nozz & M/Ws,0.0,39.0,39.0,0.0,66.5,0.0,780.0,0.0,2007.5,1794.0,4233.15,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-03 06:00:00,66.5
23-051,49,FIT,Add Repads-Weld,0.0,12.0,12.0,0.0,38.75,0.0,240.0,0.0,1615.88,552.0,2596.13,0.0,0.0,0.0,0.0,C,95.0,0.0,,,,2024-01-12 06:00:00,38.75
23-051,50,FIT,Install Dip Pipes,0.0,50.0,50.0,0.0,118.75,0.0,1000.0,0.0,3053.25,2300.0,6390.55,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2023-12-07 06:00:00,118.75
23-051,51,FINISHING,Install Name Tag,0.0,1.0,1.0,0.0,1.0,0.0,20.0,0.0,34.0,46.0,78.2,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-05 06:00:00,1.0
23-051,52,FIT,"Inspect Tank, Make Repair",0.0,1.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,53,INSPECTION,QC Inspection - Fab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,54,INSPECTION,Customer Inspection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,55,INSPECTION,ASME Inspection Internal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
23-051,56,MOVE TANK,Move to Shop Test Area,0.0,2.0,2.0,0.0,1.5,0.0,40.0,0.0,44.0,92.0,75.9,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-02-06 06:00:00,1.5
23-051,57,FINISHING,Test Tank,0.0,16.0,16.0,0.0,26.5,0.0,320.0,0.0,656.5,736.0,1474.3,0.0,0.0,0.0,0.0,C,100.0,0.0,,,,2024-01-29 06:00:00,26.5
23-051,58,INSPECTION,QC Inspection - Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,0.0,0.0,,,,,0.0
