Job,Customer,Description,Status,Order_Date,Est_Total_Hrs,Act_Total_Hrs,Total_Price,material_grade,max_plate_thickness,plate_count,nozzle_count,flange_count,max_flange_size,head_count,has_code_stamp,total_material_cost,certs_required_count,capacity_gal,tank_type,is_batch,batch_size
25-005,CYTECIND,P-50 REPLACEMENT,Complete,2025-01-21,203.0,224.75,75050.0,316L,0.5,8,12,22,20.0,2,False,36800.3,0,0,other,False,1
25-002,THIEKAOL,SURGE TANK,Complete,2025-01-17,65.0,62.5,16650.0,316L,0.3125,4,2,4,4.0,0,False,3209.19,0,0,surge_tank,False,1
25-003,THIEKAOL,BLUNGER TANK #3,Complete,2025-01-17,414.0,324.5,93900.0,316L,0.5,14,2,4,3.0,0,True,25126.72,0,0,tank,False,1
25-004,THIEKAOL,BLUNGER TANK #4,Complete,2025-01-17,404.0,300.0,89150.0,316L,0.5,14,2,4,3.0,0,True,23269.18,0,0,tank,False,1
24-069,R2TCONSTRU,LIME BULK STORAGE TANK #5,Complete,2024-12-18,490.0,469.0,173970.0,SA36,0.375,20,10,7,6.0,0,False,73462.76,0,0,storage_tank,False,1
24-063,R2TCONSTRU,LIME DAY TANK #1,Complete,2024-12-18,443.0,350.25,138280.0,304L,0.375,10,12,7,6.0,0,False,53730.78,0,0,tank,False,1
24-064,R2TCONSTRU,LIME DAY TANK #2,Complete,2024-12-18,443.0,343.5,138280.0,304L,0.375,10,12,7,6.0,0,False,47652.67999999999,0,0,tank,False,1
24-068,R2TCONSTRU,LIME BULK STORAGE TANK #4,Complete,2024-12-18,490.0,439.0,169600.0,SA36,0.375,20,10,7,6.0,0,False,71343.62999999999,0,0,storage_tank,False,1
24-066,R2TCONSTRU,LIME BULK STORAGE TANK #2,Complete,2024-12-18,490.0,452.75,161600.0,SA36,0.375,20,10,7,6.0,0,False,61339.06,0,0,storage_tank,False,1
24-065,R2TCONSTRU,LIME BULK STORAGE TANK #1,Complete,2024-12-18,490.0,474.5,161600.0,SA36,0.375,20,18,12,6.0,0,False,65354.850000000006,0,0,storage_tank,False,1
24-070,R2TCONSTRU,LIME BULK STORAGE TANK #6,Complete,2024-12-18,490.0,440.5,173970.0,SA36,0.375,20,10,7,6.0,0,False,73628.42,0,0,storage_tank,False,1
24-067,R2TCONSTRU,LIME BULK STORAGE TANK #3,Complete,2024-12-18,490.0,458.75,169600.0,SA36,0.375,20,10,7,6.0,0,False,67956.63,0,0,storage_tank,False,1
24-062,CONSDESI,CHILL WATER TANK,Complete,2024-12-10,533.0,580.0,159900.0,304L,0.5,16,8,8,8.0,0,True,77273.36,0,0,tank,False,1
24-053,GEOCYCLE,40K GALLON TANK #3,Complete,2024-08-29,724.0,767.0,226400.0,SA516,1.0,22,16,24,18.0,2,True,79085.94,0,0,tank,False,1
24-054,GEOCYCLE,40K GALLON TANK #4,Complete,2024-08-29,684.0,765.75,204400.0,SA516,1.0,20,16,24,18.0,2,True,85096.26999999999,0,0,tank,False,1
24-055,GEOCYCLE,40K GALLON TANK #5,Complete,2024-08-29,710.0,752.5,204400.0,SA516,1.0,18,16,26,18.0,2,True,85674.35999999999,0,0,tank,False,1
24-051,KEMIRAWS,NEW ACID TANK,Complete,2024-08-28,308.0,423.5,150250.0,SA516,1.0,6,4,8,24.0,2,False,70353.56,0,0,tank,False,1
24-052,KEMIRAWS,ACID OVERFLOW TANK,Complete,2024-08-28,167.0,160.5,47750.0,SA516,0.5,4,2,2,4.0,0,False,12117.07,0,0,tank,False,1
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15,581.0,492.75,197500.0,304L,0.75,14,12,18,24.0,0,True,56458.799999999996,0,0,storage_tank,False,1
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15,177.0,196.75,42400.0,304L,0.25,8,8,8,4.0,0,True,6478.79,0,0,tank,False,1
24-048,SYMSENGI,NMP STORAGE TANK (TK-F502),Complete,2024-08-15,667.0,684.5,195750.0,304L,0.75,14,12,14,24.0,0,True,50672.07,0,0,storage_tank,False,1
24-047,SYMSENGI,NMP STORAGE TANK (TK-F402),Complete,2024-08-15,667.0,672.75,195750.0,304L,0.75,14,12,16,24.0,0,True,43798.52,0,0,storage_tank,False,1
24-042,SHIMAMER,DW STORAGE TANK,Complete,2024-07-17,101.0,106.5,22500.0,SA36,0.25,4,6,6,6.0,0,False,2753.2099999999996,0,0,storage_tank,False,1
24-041,SHERWILL,CAULK HOLD TANK,Complete,2024-07-16,183.0,247.25,73900.0,304L,0.25,4,4,6,8.0,2,False,28833.630000000005,0,0,tank,False,1
24-027,GARRMACH,SMALL DRYER PLATE #1,Complete,2024-05-30,94.0,74.0,21500.0,316L,0.1875,2,2,0,0.0,0,False,4677.34,0,0,dryer_plate,False,1
24-030,GARRMACH,SMALL DRYER PLATE #4,Complete,2024-05-30,94.0,55.0,21500.0,316L,0.1875,2,2,0,0.0,0,False,4801.84,0,0,dryer_plate,False,1
24-032,GARRMACH,SMALL DRYER PLATE #6,Complete,2024-05-30,94.0,77.5,21500.0,316L,0.1875,2,2,0,0.0,0,False,4803.46,0,0,dryer_plate,False,1
24-033,GARRMACH,LARGE DRYER PLATE #1,Complete,2024-05-30,117.0,70.5,28250.0,316L,0.1875,2,2,0,0.0,0,False,4130.889999999999,0,0,dryer_plate,False,1
24-036,GARRMACH,LARGE DRYER PLATE #4,Complete,2024-05-30,117.0,61.0,28250.0,316L,0.1875,2,2,0,0.0,0,False,4130.889999999999,0,0,dryer_plate,False,1
24-029,GARRMACH,SMALL DRYER PLATE #3,Complete,2024-05-30,94.0,61.0,21500.0,316L,0.1875,2,2,0,0.0,0,False,4803.46,0,0,dryer_plate,False,1
24-028,GARRMACH,SMALL DRYER PLATE #2,Complete,2024-05-30,94.0,69.75,21500.0,316L,0.1875,2,2,0,0.0,0,False,4803.46,0,0,dryer_plate,False,1
24-035,GARRMACH,LARGE DRYER PLATE #3,Complete,2024-05-30,117.0,65.0,28250.0,316L,0.1875,2,2,0,0.0,0,False,4130.889999999999,0,0,dryer_plate,False,1
24-034,GARRMACH,LARGE DRYER PLATE #2,Complete,2024-05-30,117.0,74.5,28250.0,316L,0.1875,2,2,0,0.0,0,False,4130.889999999999,0,0,dryer_plate,False,1
24-031,GARRMACH,SMALL DRYER PLATE #5,Complete,2024-05-30,94.0,64.5,21500.0,316L,0.1875,2,2,0,0.0,0,False,4803.46,0,0,dryer_plate,False,1
24-024,GARRMACH,310 SS CYLINDER,Active,2024-05-09,45.55,50.5,20000.0,SA240,0.0,0,0,0,0.0,0,False,13749.760000000002,0,0,other,False,1
24-017,PERDUE,RBD OIL TANK #1,Complete,2024-03-15,628.0,694.25,190500.0,304L,0.75,10,12,12,4.0,2,False,60700.950000000004,0,0,tank,False,1
24-018,PERDUE,RBD OIL TANK #2,Complete,2024-03-15,628.0,657.75,190500.0,304L,0.75,10,12,12,4.0,2,False,50037.24,0,0,tank,False,1
24-019,PERDUE,RBD OIL TANK #3,Complete,2024-03-15,599.0,691.0,190500.0,304L,0.75,10,12,12,4.0,2,False,49040.14,0,0,tank,False,1
24-010,BERNHARD,EXTRUSION COOLING WATER TANK,Complete,2024-03-15,614.0,608.75,247650.0,304L,0.625,11,12,10,14.0,0,False,79482.48,0,0,tank,False,1
24-012,BERNHARD,TRENCH RETURN TANK (T-2721),Complete,2024-03-15,371.0,417.0,80200.0,304L,0.25,6,8,6,8.0,0,False,44022.77,0,0,tank,False,1
24-014,BERNHARD,TRENCH RETURN TANK (T-3721),Complete,2024-03-15,371.0,323.0,80200.0,304L,0.25,6,8,6,8.0,0,False,43994.24,0,0,tank,False,1
24-015,BERNHARD,OIL TANK (T-2620),Complete,2024-03-15,525.0,621.5,217500.0,304,0.3125,16,16,20,12.0,0,True,94686.03000000001,0,0,tank,False,1
24-009,BERNHARD,TCU COOLING WATER TANK (T-2251),Complete,2024-03-15,536.0,491.0,222250.0,304L,0.625,12,10,8,12.0,0,False,66845.52,0,0,tank,False,1
24-011,BERNHARD,CONDENSATE SYS TK (T-2741),Complete,2024-03-15,264.0,403.0,91750.0,SA516,0.625,14,14,18,18.0,2,False,48880.1,0,0,other,False,1
24-013,BERNHARD,CONDENSATE SYS TK (T-3741),Complete,2024-03-15,264.0,371.0,91750.0,SA516,0.625,14,14,18,18.0,2,False,48880.1,0,0,other,False,1
24-006,CYTECIND,DTBPO PORTABLE TANK,Complete,2024-02-20,99.0,92.5,27450.0,316L,0.5,4,6,8,2.0,2,False,9147.33,0,0,tank,False,1
24-004,KEMIRAWS,SOLUTIZER,Complete,2024-02-16,523.0,609.5,313000.0,2205,0.625,10,12,19,10.0,0,True,182745.74,0,0,other,False,1
24-005,KEMIRAWS,OXIDIZER,Complete,2024-02-08,975.0,1007.25,496750.0,2205,0.75,4,18,24,24.0,2,True,305999.31999999995,0,0,other,False,1
24-002,NUTRIEN,S33 HAA STRIPPER SEPARATOR,Complete,2024-01-25,123.0,107.5,36500.0,316L,0.75,6,10,12,12.0,0,False,9229.51,0,0,separator,False,1
24-003,BAKELITE,AQUEOUS AMMONIA TANK,Complete,2024-01-25,571.0,729.75,151250.0,SA516,0.5,4,12,12,24.0,2,False,62543.009999999995,0,0,tank,False,1
23-094,THEINDUS,LINE 2 REFINER FEED TANK,Complete,2023-11-17,379.0,332.5,92300.0,304L,0.375,10,10,16,12.0,0,False,25895.449999999997,0,0,tank,False,1
23-095,THEINDUS,LINE 2 REFINED STOCK TANK,Complete,2023-11-17,392.0,381.5,102050.0,304L,0.375,12,12,16,12.0,0,False,33823.41,0,0,tank,False,1
23-096,THEINDUS,LINE 2 THERMOFORMER BLEND TANK,Complete,2023-11-17,479.0,492.25,165817.0,304L,0.375,14,14,18,12.0,0,True,72471.82,0,0,tank,False,1
23-097,THEINDUS,WOOD PULP LEVELING TANK,Complete,2023-11-17,395.0,364.25,106895.0,304L,0.375,6,12,16,12.0,0,False,30638.09,0,0,tank,False,1
23-098,THEINDUS,LINE 1 REFINER FEED TANK,Complete,2023-11-17,392.0,332.5,99894.0,304L,0.375,10,10,14,12.0,0,False,40511.92,0,0,tank,False,1
23-099,THEINDUS,LINE 1 REFINED STOCK TANK,Complete,2023-11-17,455.0,388.25,117500.0,304L,0.375,12,14,18,12.0,0,False,40038.33999999999,0,0,tank,False,1
23-100,THEINDUS,LINE 1A THERMOFORMER BLEND TANK,Complete,2023-11-17,455.0,530.5,144750.0,304L,0.375,16,14,16,12.0,0,True,55597.78999999999,0,0,tank,False,1
23-101,THEINDUS,LINE 1B THERMOFORMER BLEND TANK,Complete,2023-11-17,455.0,406.0,144750.0,304L,0.375,14,14,16,12.0,0,True,49249.57999999999,0,0,tank,False,1
23-074,GEOCYCLE,40K GALLON TANK #2,Complete,2023-10-12,677.0,770.5,198750.0,SA516,1.0,20,16,24,18.0,2,True,87102.47,0,0,tank,False,1
23-073,GEOCYCLE,40K GALLON TANK #1,Complete,2023-10-11,677.0,716.75,198750.0,SA516,1.0,20,16,24,18.0,2,True,79930.87000000001,0,0,tank,False,1
23-071,LIOCHEM1,"13,000 GAL STORAGE TANK",Complete,2023-10-09,388.0,418.0,96350.0,304L,0.25,10,20,24,8.0,0,False,29146.02,0,13000,storage_tank,False,1
23-070,SYMSENGI,NMP STORAGE TANK (TK-F302),Complete,2023-09-13,604.0,620.5,176900.0,304L,0.75,22,14,18,24.0,0,True,64671.1,0,0,storage_tank,False,1
23-067,SYMSENGI,NMP WASTE TANK (TK-F103),Complete,2023-09-13,481.0,546.5,164400.0,304L,0.75,18,12,14,24.0,0,True,86726.23000000001,0,0,tank,False,1
23-068,SYMSENGI,NMP STORAGE TANK (TK-F102),Complete,2023-09-13,604.0,740.75,176900.0,304L,0.75,22,12,16,24.0,0,True,63944.63,0,0,storage_tank,False,1
23-069,SYMSENGI,NMP STORAGE TANK (TK-F202),Complete,2023-09-13,604.0,626.0,176900.0,304L,0.75,22,12,16,24.0,0,True,57664.13,0,0,storage_tank,False,1
23-065,HALOPROD,REBOILER W/BONNET,Complete,2023-09-07,72.0,106.0,41950.0,316L,0.5,8,4,17,10.0,0,True,27360.739999999998,0,0,other,False,1
23-063,SOLVSPEC,T-4575,Complete,2023-08-11,321.0,270.0,90000.0,316L,0.5,22,12,14,8.0,0,True,25748.710000000003,0,0,other,False,1
23-064,SOLVSPEC,T-4559,Complete,2023-08-11,321.0,274.5,90000.0,316L,0.5,16,12,16,8.0,0,False,21692.4,0,0,other,False,1
23-062,SOLVSPEC,R-4203 WASH VESSEL,Complete,2023-08-11,800.0,919.0,337300.0,316L,1.0,15,26,24,24.0,2,True,177263.78999999998,0,0,vessel,False,1
23-061,EPICSYST,V-120,Complete,2023-08-08,100.0,91.0,23550.0,304L,0.1875,2,6,6,8.0,2,False,3651.35,0,0,other,False,1
23-057,EPICSYST,TK-300,Complete,2023-08-08,150.0,139.25,32800.0,304L,0.1875,2,6,8,4.0,0,False,7478.950000000001,0,0,other,False,1
23-058,EPICSYST,TK-600,Complete,2023-08-08,107.0,126.0,28800.0,304L,0.1875,2,8,10,3.0,0,False,4428.98,0,0,other,False,1
23-059,EPICSYST,TK-720,Complete,2023-08-08,132.0,115.0,34300.0,304L,0.1875,4,6,8,4.0,0,False,5261.91,0,0,other,False,1
23-060,EPICSYST,V-100,Complete,2023-08-08,121.0,131.0,28300.0,316L,0.25,4,6,10,20.0,2,False,12751.55,0,0,other,False,1
23-055,AJAYNAMER,C276 REACTOR,Complete,2023-07-25,254.0,319.0,218500.0,316L,0.375,8,10,10,18.0,2,False,145425.34999999998,0,0,reactor,False,1
23-054,LIOCHEM1,100KL SOLVENT TANK,Complete,2023-07-19,453.0,520.5,125250.0,304L,0.25,4,22,22,8.0,0,False,66474.53,0,0,tank,False,1
23-053,LIOCHEM1,100KL SOLVENT TANK,Complete,2023-07-19,453.0,579.5,125250.0,304L,0.25,4,22,22,8.0,0,False,42693.43,0,0,tank,False,1
23-051,KOCHMODU,C-100 COLUMN ASSEMBLY,Complete,2023-06-22,621.0,1341.5,149400.0,SA516,0.875,12,10,12,24.0,2,True,48915.18,0,0,other,False,1
23-052,KOCHMODU,V-1OO COLUMN DECANTER,Complete,2023-06-22,167.0,236.0,45900.0,SA516,0.5,6,8,10,20.0,2,True,19547.22,0,0,other,False,1
23-047,ARCHWOOD,V-3230 MCA STORAGE TANK,Complete,2023-06-05,674.0,726.25,155000.0,304L,0.5,16,10,16,14.0,0,False,60613.54000000001,0,0,storage_tank,False,1
23-045,ARCHWOOD,V-3210 MCA STORAGE TANK,Complete,2023-06-05,674.0,792.0,155000.0,304L,0.5,14,10,16,14.0,0,False,105408.91,0,0,storage_tank,False,1
23-048,ARCHWOOD,V-3240 MCA STORAGE TANK,Complete,2023-06-05,670.0,702.25,155000.0,304L,0.5,16,10,16,14.0,0,False,71865.4,0,0,storage_tank,False,1
23-044,ARCHWOOD,V-3200 ETHACRYL STORAGE TANK,Complete,2023-06-05,675.0,938.0,133750.0,304L,0.3125,18,10,14,10.0,2,False,64960.68,0,0,storage_tank,False,1
23-046,ARCHWOOD,V-3220 MCA STORAGE TANK,Complete,2023-06-05,674.0,744.0,155000.0,304L,0.5,16,10,16,14.0,0,False,68975.28,0,0,storage_tank,False,1
23-042,ENCHEMAM,300 M3 SS API TANK (FIELD KIT),Active,2023-06-02,661.0,648.5,208250.0,304L,1.0,20,14,14,5.0,0,False,384627.26999999996,0,0,tank,False,1
23-041,ENCHEMAM,300 M3 SS API TANK (FIELD KIT),Complete,2023-06-02,694.0,909.75,208250.0,304L,1.0,20,12,14,5.0,0,False,377771.62,0,0,tank,False,1
23-040,VALMONT,"6,000 GAL STORAGE TANK",Complete,2023-05-30,441.0,497.75,105150.0,304L,0.25,6,6,8,6.0,0,False,25278.260000000002,0,6000,storage_tank,False,1
23-036,ALPHAPET,L1 EXPANSION TANK,Complete,2023-05-19,156.0,149.0,38400.0,SA516,0.375,4,6,3,2.0,2,False,10257.630000000001,0,0,tank,False,1
23-037,ALPHAPET,L2 EXPANSION TANK,Complete,2023-05-19,156.0,159.0,38400.0,SA516,0.375,4,6,3,2.0,2,False,10255.67,0,0,tank,False,1
23-035,CYTECIND,T-4922 REPLACEMENT,Complete,2023-05-15,90.0,87.0,26000.0,316L,0.0,0,11,6,4.0,0,True,3999.23,0,0,other,False,1
23-034,ANDRITZI,3RD EFFECT FOUL CONDENSATE TANK,Complete,2023-05-09,86.0,98.0,17500.0,304L,0.1875,2,6,8,6.0,2,False,3139.95,0,0,tank,False,1
23-032,CYTECIND,CAUSTIC STORAGE TANK,Complete,2023-04-27,158.0,168.25,43500.0,304L,0.1875,2,6,12,24.0,2,False,12936.100000000002,0,0,storage_tank,False,1
23-028,COLOCHEM,R16 RECEIVER,Complete,2023-04-11,204.0,253.0,72425.0,304L,0.375,6,8,12,20.0,4,False,40658.689999999995,0,0,other,False,1
23-029,COLOCHEM,R17 RECEIVER,Complete,2023-04-11,204.0,223.5,72425.0,304L,0.375,6,8,12,20.0,2,False,23373.489999999998,0,0,other,False,1
23-030,SYMSENGI,NMP STORAGE TANK (TK-F302),Complete,2023-04-11,569.0,636.75,193000.0,304L,0.75,14,10,14,24.0,0,True,69382.0,0,0,storage_tank,False,1
23-031,SYMSENGI,NMP STORAGE TANK (TK-402),Complete,2023-04-11,569.0,607.0,193000.0,304L,0.75,14,10,14,24.0,0,True,102020.37,0,0,storage_tank,False,1
23-027,SYMSENGI,NMP STORAGE TANK (TK-F202),Complete,2023-04-10,569.0,721.25,185000.0,304L,0.75,14,10,14,24.0,0,True,113465.01000000001,0,0,storage_tank,False,1
23-026,SOLVSPEC,"10,000 GAL BLEND TANK",Complete,2023-04-04,710.0,912.25,205500.0,316L,0.375,14,14,10,8.0,0,False,72706.34999999999,0,10000,tank,False,1
23-024,ANDRITZI,1A DOME REPLACEMENT,Complete,2023-03-23,109.0,178.0,60500.0,2205,0.5,4,2,4,12.0,0,True,37843.28,0,0,other,False,1
23-023,SYMRISE,R-507 REACTOR,Complete,2023-03-22,1398.0,2006.5,709250.0,316L,0.625,12,16,26,24.0,2,True,338375.67999999993,0,0,reactor,False,1
23-022,SAVATANK,SAVANNAH TANK DEMO,Active,2023-03-16,17.0,5.0,1.0,CS,0.0,0,6,4,6.0,0,False,350.0,0,0,tank,False,1
23-020,SYMSENGI,NMP STORAGE TANK (TK-F102),Complete,2023-03-14,569.0,690.75,199500.0,304L,0.5,8,10,14,24.0,0,True,65312.119999999995,0,0,storage_tank,False,1
23-021,SYMSENGI,NMP WASTE TANK (TK-F103),Complete,2023-03-14,458.0,462.5,122000.0,304L,0.5,8,12,14,24.0,0,True,53286.62,0,0,tank,False,1
23-019,ZACHGROU,"10,000 GAL HORIZONTAL TANK",Complete,2023-03-07,399.0,544.75,121150.0,SA516,0.5,8,12,13,30.0,2,False,64126.14,0,10000,tank,False,1
23-016,COLOCHEM,M9 MIXING TANK REPLACEMENT,Complete,2023-02-28,675.0,1083.75,343500.0,2205,0.5,6,17,24,12.0,2,False,150560.21000000002,0,0,tank,False,1
23-018,COLOCHEM,PNTSA CRYSTALIZER,Complete,2023-02-28,427.0,671.5,158700.0,316L,0.5,9,16,26,20.0,2,True,83743.35,0,0,crystallizer,False,1
23-015,KRATCHEM,T-910 TANK,Complete,2023-02-21,556.0,653.75,197650.0,316L,0.375,14,22,19,18.0,0,True,87282.44,0,0,tank,False,1
23-014,REICHHOLD,PHTALIC TANK,Complete,2023-02-21,740.0,1122.25,234320.0,304L,0.375,14,22,16,8.0,2,True,89187.94000000002,0,0,tank,False,1
23-007,ZACHGROU,"7,000 GAL HORIZONTAL TANK",Complete,2023-02-13,396.0,465.25,101750.0,SA516,0.5,4,10,9,30.0,2,False,50766.58,0,7000,tank,False,1
23-004,SYMSENGI,NMP STORAGE TANK (TK-F702),Complete,2023-02-01,569.0,740.75,174500.0,304L,0.75,14,10,14,24.0,0,True,77778.64000000001,0,0,storage_tank,False,1
23-006,SYMSENGI,NMP STORAGE TANK (TK-F802),Complete,2023-02-01,569.0,651.5,174500.0,304L,0.75,14,10,14,24.0,0,True,72639.39,0,0,storage_tank,False,1
23-005,SYMSENGI,NMP STORAGE TANK (TK-F602),Complete,2023-02-01,569.0,700.5,174500.0,304L,0.75,14,10,14,24.0,0,True,74207.65000000001,0,0,storage_tank,False,1
23-002,CANNONUSA,"12,000 GAL CST STORAGE TK #1",Complete,2023-01-24,290.0,331.5,75250.0,SA516,0.25,8,12,12,12.0,5,False,60101.49,0,12000,other,False,1
23-003,CANNONUSA,"12,000 GAL CST STORAGE TAK",Complete,2023-01-24,290.0,352.75,75250.0,SA516,0.25,8,12,12,12.0,5,False,42117.35,0,12000,other,False,1
