15-053,15-053_BTM,1073,Component,1,0,2015-11-11 10:28:17.120,15-053,5EF922B6-EAEA-44B1-A0D8-0523C257BE30,34F6E8FA-5A5E-45E3-89B0-62491A858A1C,5AFEB661-6090-4121-9D71-82B2543EDBC1,5AFEB661-6090-4121-9D71-82B2543EDBC1,87594CAC-D79F-47EA-9E37-53C7F7EFC00E
15-053,15-053_MAN,1073,Component,1,0,2015-11-11 10:28:17.120,15-053,12B6F752-76AE-4D1C-829E-44634F5C2848,34F6E8FA-5A5E-45E3-89B0-62491A858A1C,5AFEB661-6090-4121-9D71-82B2543EDBC1,5AFEB661-6090-4121-9D71-82B2543EDBC1,6B581BAD-0C2C-4DE7-B498-266C15F30D52
15-053,15-053_TOP,1073,Component,1,0,2015-11-11 10:28:17.120,15-053,4D961867-4E52-4F70-8172-6F7FD8427D7F,34F6E8FA-5A5E-45E3-89B0-62491A858A1C,5AFEB661-6090-4121-9D71-82B2543EDBC1,5AFEB661-6090-4121-9D71-82B2543EDBC1,8601EBE6-E876-4EEB-9A94-274A9ADD92AA
15-053_MAN,15-053_PRE,1097,Component,1,0,2015-11-11 10:28:17.130,15-053,97847E57-8834-4C42-8119-7DD366BB3D9A,73A8D7B7-E4EC-4AA1-94BD-BCDDA1C02D79,5AFEB661-6090-4121-9D71-82B2543EDBC1,6B581BAD-0C2C-4DE7-B498-266C15F30D52,FAC755CF-BAC0-418E-B404-2A3D31D8FA91
15-054,15-054_BTM,1126,Component,1,0,2015-11-11 10:28:16.400,15-054,91EB1B9A-DB78-445F-BF71-E97F4F96251D,0E33114A-DDA4-4ABF-8138-593DD355947A,B9977105-B0E0-4663-8B74-B9103BDAD859,B9977105-B0E0-4663-8B74-B9103BDAD859,2C65E913-AF0F-42E5-89EF-6CD4F82A5242
15-054,15-054_MAN,1126,Component,1,0,2015-11-11 10:28:16.400,15-054,9C7E14F0-127B-4BCE-8B62-6E472A676864,0E33114A-DDA4-4ABF-8138-593DD355947A,B9977105-B0E0-4663-8B74-B9103BDAD859,B9977105-B0E0-4663-8B74-B9103BDAD859,1701D2A6-5EDE-4506-B755-4944E560AFFB
15-054,15-054_TOP,1126,Component,1,0,2015-11-11 10:28:16.400,15-054,015EF320-9720-4679-BDB2-4FCA36136244,0E33114A-DDA4-4ABF-8138-593DD355947A,B9977105-B0E0-4663-8B74-B9103BDAD859,B9977105-B0E0-4663-8B74-B9103BDAD859,FF6E475D-EED0-45A1-A7A1-DE3E033C0105
15-054_MAN,15-054_PRE,1150,Component,1,0,2015-11-11 10:28:16.410,15-054,DDCB6574-933D-405E-BFC1-12D3B8BBB494,6F16E7A2-FAEE-44C3-B8A1-ECBE46909656,B9977105-B0E0-4663-8B74-B9103BDAD859,1701D2A6-5EDE-4506-B755-4944E560AFFB,C217E38C-0DB5-4601-9863-A3FFD9211C82
15-055,15-055_BTM,1180,Component,1,0,2015-11-11 10:28:15.770,15-055,61536E81-D60F-4AE8-A554-4C42E68F5A78,CFCE0DBD-73E7-4202-B322-DA0B4AC23412,887D5A8F-FB2D-41D3-A905-4B2ED70CDAFF,887D5A8F-FB2D-41D3-A905-4B2ED70CDAFF,5883A245-1D37-4399-AB47-38557F27ADCD
15-055,15-055_MAN,1180,Component,1,0,2015-11-11 10:28:15.770,15-055,60C915FD-DE1E-4E0E-889F-18F910C9C7F7,CFCE0DBD-73E7-4202-B322-DA0B4AC23412,887D5A8F-FB2D-41D3-A905-4B2ED70CDAFF,887D5A8F-FB2D-41D3-A905-4B2ED70CDAFF,2ED548A8-F3B0-4EFA-B8E9-553B3C4A0912
15-055,15-055_TOP,1180,Component,1,0,2015-11-11 10:28:15.770,15-055,A7F4833B-A7AF-400A-BC00-50B247A9FE0B,CFCE0DBD-73E7-4202-B322-DA0B4AC23412,887D5A8F-FB2D-41D3-A905-4B2ED70CDAFF,887D5A8F-FB2D-41D3-A905-4B2ED70CDAFF,A7C008E2-7711-4503-A505-B6A9ACED18A0
15-055_MAN,15-055_PRE,1204,Component,1,0,2015-11-11 10:28:15.780,15-055,C376EDC3-D6D9-4114-9B60-AEE246DC9E8B,917150BC-4A51-4269-9B7B-4410A77CF474,887D5A8F-FB2D-41D3-A905-4B2ED70CDAFF,2ED548A8-F3B0-4EFA-B8E9-553B3C4A0912,C7A47611-ECFE-4892-BBF5-A425B66897F9
15-056,15-056_BTM,1233,Component,1,0,2015-11-11 10:28:17.940,15-056,68CD6616-C140-4ABF-8D5C-76612D586F38,46142519-BDDE-4E67-B8B3-AEAA9477C92C,4D3ACB46-9091-477E-87BF-B3428DD37093,4D3ACB46-9091-477E-87BF-B3428DD37093,AB00E16C-C878-40AB-9787-9180D15ED00D
15-056,15-056_MAN,1233,Component,1,0,2015-11-11 10:28:17.940,15-056,8D4C9274-5C22-4879-8C11-52F74DA63862,46142519-BDDE-4E67-B8B3-AEAA9477C92C,4D3ACB46-9091-477E-87BF-B3428DD37093,4D3ACB46-9091-477E-87BF-B3428DD37093,49530B9D-7F95-4737-966D-15BC4D56E631
15-056,15-056_TOP,1233,Component,1,0,2015-11-11 10:28:17.940,15-056,2499E2B4-85A7-4FEF-A8ED-114AD630EA0B,46142519-BDDE-4E67-B8B3-AEAA9477C92C,4D3ACB46-9091-477E-87BF-B3428DD37093,4D3ACB46-9091-477E-87BF-B3428DD37093,FA5D73EE-B0CD-42AB-8CEE-18023624338C
15-056_MAN,15-056_PRE,1257,Component,1,0,2015-11-11 10:28:17.950,15-056,51FCC7AF-F25F-4893-A09B-8268EDA83E9D,6EBEA75C-761A-4D09-8C34-7870BABF142B,4D3ACB46-9091-477E-87BF-B3428DD37093,49530B9D-7F95-4737-966D-15BC4D56E631,44919CD5-61DC-4A64-8ADD-38E7D5D6DD01
15-057,15-057_BTM,NULL,Component,1,0,2016-03-15 08:02:08.000,15-057,E39801A1-2C97-43A4-897C-21599717FD54,NULL,F3FC1C18-0A6B-4B44-8A9E-459E43742822,F3FC1C18-0A6B-4B44-8A9E-459E43742822,4149C0D9-17B0-4AF0-B774-7A728A4A77D8
15-057,15-057_MAN,NULL,Component,1,0,2016-03-15 08:02:08.000,15-057,842BABE3-B84F-4B89-8477-D7235D5845E1,NULL,F3FC1C18-0A6B-4B44-8A9E-459E43742822,F3FC1C18-0A6B-4B44-8A9E-459E43742822,75E29F9B-000B-41AB-B348-83419937DFE0
15-057,15-057_TOP,NULL,Component,1,0,2016-03-15 08:02:08.000,15-057,008A40AB-56F9-49C6-8057-8CFF8C25ABFB,NULL,F3FC1C18-0A6B-4B44-8A9E-459E43742822,F3FC1C18-0A6B-4B44-8A9E-459E43742822,16E80E33-5615-47E2-BA63-C899A49A69A1
15-057_MAN,15-057_PRE,NULL,Component,1,0,2016-03-15 08:02:08.000,15-057,029921C3-3D6F-4886-A028-DABF85154058,NULL,F3FC1C18-0A6B-4B44-8A9E-459E43742822,75E29F9B-000B-41AB-B348-83419937DFE0,1F80069F-640F-4E40-BE59-24B1523562A3
15-058,15-058_BTM,1339,Component,1,0,2016-04-18 08:20:33.000,15-058,3CCC7841-4BF5-4298-A283-0E916BA0525F,53B953F8-D1A0-43E0-846F-B1CFE60C2134,0FD95F76-4B69-40DB-A6B4-0C9CEBF4F400,0FD95F76-4B69-40DB-A6B4-0C9CEBF4F400,52F908AE-0764-4FF6-83FB-02ED522D2631
15-058,15-058_MAN,1339,Component,1,0,2016-04-18 08:20:33.000,15-058,04518058-98A4-4729-8DB7-566B5865B9A9,53B953F8-D1A0-43E0-846F-B1CFE60C2134,0FD95F76-4B69-40DB-A6B4-0C9CEBF4F400,0FD95F76-4B69-40DB-A6B4-0C9CEBF4F400,FD152015-D5F9-4D70-AAAA-4ED0E3FB7967
15-058,15-058_TOP,1339,Component,1,0,2016-04-18 08:20:33.000,15-058,8B84998C-036F-4D73-9247-3101DFE1F845,53B953F8-D1A0-43E0-846F-B1CFE60C2134,0FD95F76-4B69-40DB-A6B4-0C9CEBF4F400,0FD95F76-4B69-40DB-A6B4-0C9CEBF4F400,E06AF95E-A0CD-42B5-BADA-F64CE49F61F6
15-058_MAN,15-058_PRE,1363,Component,1,0,2016-04-18 08:20:33.000,15-058,A6E53231-7B18-487E-881D-8CB88F8D749B,944B97B6-21D5-497A-A8BB-B3395167E4BD,0FD95F76-4B69-40DB-A6B4-0C9CEBF4F400,FD152015-D5F9-4D70-AAAA-4ED0E3FB7967,7AEAE801-A06C-4F79-91AA-8BE6C11A6B76
15-059,15-059_BTM,NULL,Component,1,0,2015-07-09 08:20:16.000,15-059,048ED2D7-C435-47EC-B9EC-3D21B9291A7E,NULL,AF09E126-10CD-4626-958C-EFD628D08E48,AF09E126-10CD-4626-958C-EFD628D08E48,2D211509-3B49-4F0B-AE69-A0F6B672DC15
15-059,15-059_MAN,NULL,Component,1,0,2015-07-09 08:20:16.000,15-059,C02B4BAD-6AD7-4C26-862F-8F0F522CB575,NULL,AF09E126-10CD-4626-958C-EFD628D08E48,AF09E126-10CD-4626-958C-EFD628D08E48,2CB0C5E3-29A0-434A-A338-B09BEB777546
15-059,15-059_TOP,NULL,Component,1,0,2015-07-09 08:20:16.000,15-059,80452C49-6FA5-49C2-8833-BC53B2169942,NULL,AF09E126-10CD-4626-958C-EFD628D08E48,AF09E126-10CD-4626-958C-EFD628D08E48,1DC00CB5-D934-42C0-9912-ABE8E8A2016B
15-059_MAN,15-059_PRE,NULL,Component,1,0,2015-07-09 08:20:16.000,15-059,90868070-A1B7-479C-9CFE-1884FBB39D11,NULL,AF09E126-10CD-4626-958C-EFD628D08E48,2CB0C5E3-29A0-434A-A338-B09BEB777546,05DFDC68-5EB5-488F-9692-9320A28072FD
15-060,15-060_BTM,1445,Component,1,0,2016-02-09 13:00:31.000,15-060,40AC7EAA-279B-4A56-9C67-28A00EEF009E,5EAA8D78-EC0A-462B-BD14-1F8168722A70,5C56971D-3A4C-41DF-91F8-EC0F516FF8FD,5C56971D-3A4C-41DF-91F8-EC0F516FF8FD,F5407181-14C2-4940-A0FB-3CAE6FF746C0
15-060,15-060_MAN,1445,Component,1,0,2016-02-09 13:00:32.000,15-060,D3A0558E-1AE3-4459-940F-6C9D7D186D0F,5EAA8D78-EC0A-462B-BD14-1F8168722A70,5C56971D-3A4C-41DF-91F8-EC0F516FF8FD,5C56971D-3A4C-41DF-91F8-EC0F516FF8FD,70B1E9BD-520B-4585-9C38-DA71C782579A
15-060,15-060_TOP,1445,Component,1,0,2016-02-09 13:00:32.000,15-060,970AF454-3A39-4D0A-A994-13E1B5E1F188,5EAA8D78-EC0A-462B-BD14-1F8168722A70,5C56971D-3A4C-41DF-91F8-EC0F516FF8FD,5C56971D-3A4C-41DF-91F8-EC0F516FF8FD,E8E72A34-D95E-4403-B25A-2D354ECC798F
15-060_MAN,15-060_PRE,1469,Component,1,0,2016-02-09 13:00:32.000,15-060,2A80C6C1-A390-434A-9E80-7ED4952E31AF,A2041DB8-1A36-4A28-807D-9673DC2D88DF,5C56971D-3A4C-41DF-91F8-EC0F516FF8FD,70B1E9BD-520B-4585-9C38-DA71C782579A,519079A4-918C-4A77-891E-5E217E473676
15-061,15-061_BTM,1498,Component,1,0,2015-10-14 09:30:11.420,15-061,7E3CAEED-C278-4F34-8785-802FB9850DC7,74C77E9F-9AF3-4F81-875E-099A163FD18B,0C33309C-C084-446E-B7DD-1A31EA3A30BD,0C33309C-C084-446E-B7DD-1A31EA3A30BD,F7A4A340-B74D-4C46-B834-A6CD856B3FE1
15-061,15-061_MAN,1498,Component,1,0,2015-10-14 09:30:11.420,15-061,37D4DA6E-40A1-42FA-A4FA-2615B5FFF26D,74C77E9F-9AF3-4F81-875E-099A163FD18B,0C33309C-C084-446E-B7DD-1A31EA3A30BD,0C33309C-C084-446E-B7DD-1A31EA3A30BD,3EEAE35C-FB25-4F63-AF0A-02F973873A42
15-061,15-061_TOP,1498,Component,1,0,2015-10-14 09:30:11.420,15-061,1834F876-B6E0-4CBB-A212-FCADF208F4F2,74C77E9F-9AF3-4F81-875E-099A163FD18B,0C33309C-C084-446E-B7DD-1A31EA3A30BD,0C33309C-C084-446E-B7DD-1A31EA3A30BD,EE1E8435-F794-4E0D-8D2C-CFC6472B53F7
