24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,PLT 304L 1/4 X 60 X,"Plate 304L 1/4""x 60""x",1,1,0,920.78,920.78,B,NULL,2024-09-23 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,CPLG 304L 1 3000 FULL THRD,"Coupling 304L 1""3000 Full Th",2,2,0,7.19,14.38,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,CPLG 304L 2 3000 FULL THRD,"Coupling 304L 2""3000 Full Th",2,2,0,23.63,47.26,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,ELBOW 304L 4 SCH40 90 WLD,"Elbow 304L 4"" Sch40 90 Weld",2,2,0,38.75,77.50,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,"FLANGE 304L 2""150 RFSO","Flange 304L 2"" 150# RFSO",3,3,0,27.65,82.95,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,"FLANGE 304L 3""150 BLIND","Flange 304L 3"" 150# BLIND",1,1,0,45.5,45.50,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,"FLANGE 304L 3""150 RFSO","Flange 304L 3"" 150# RFSO",4,4,0,41.65,166.60,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,"FLANGE 304L 4""150 RFSO","Flange 304L 4"" 150# RFSO",1,1,0,56.7,56.70,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,PIPE 304L 2 SC80 WLD X,"Pipe 304L 2"" Sch80 Welded",1,1,0,63,63.00,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,PIPE 304L 3 SC40 WLD X,"Pipe 304L 3"" Sch40 Welded",1,1,0,98.67,98.67,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,PIPE 304L 4 SC40 WLD X,"Pipe 304L 4"" Sch40 Welded",1,1,0,70.65,70.65,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,'FREIGHT,NULL,1,1,0,47.25,47.25,B,NULL,2024-09-25 00:00:00.000,0,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,GASKET,As Specified,2,2,0,58.92,117.84,B,NULL,2024-09-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,GASKET RING 1/8X4 150#,"Gasket Ring 1/8""x4"" 150#",1,1,0,4.79,4.79,B,NULL,2024-09-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,XRAY SPOT,Spot Xray of Tank,0,1,-1,0,0.00,B,ACURINSP,2024-10-31 00:00:00.000,0,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-045,PISTINDU,OIL/WATER SEPARATION TANK,Active,2024-08-15 00:00:00.000,PIPE 304L 8 SC40 WLD X,"Pipe 304L 8"" Sch40 Welded",2,2,0,127.85,255.70,B,NULL,2025-04-14 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,NUT SA194-8 1.25 HH,"Nut SA194-8 1.25"" HH",240,240,0,6.53,1567.20,B,NULL,2003-06-05 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PLT 304L 1/4 X 60 X,"Plate 304L 1/4""x 60""x",12.34,12.34,0,1105.03833,13636.17,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PLT 304L 1/4 X 72 X,"Plate 304L 1/4""x 72""x",2,2,0,2330.625,4661.25,B,NULL,2024-09-24 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PLT 304L 1/2 X 60 X,"Plate 304L 1/2""x 60""x",2.34,2.34,0,2516.62166,5888.89,B,NULL,2024-10-09 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,GASKET RING 1/8X24 150#,"Gasket Ring 1/8""x24"" 150#",6,6,0,298.93,1793.58,B,NULL,2024-11-06 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,AG 304L 1/4 X 2 X 2 X 20',"Angle 304L 1/4""x 2""x 2""x 20'",0.33,0.33,0,173.3443,57.20,B,NULL,2024-11-19 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,AG 304L 1/4 X 3 X 3 X 20',"Angle 304L 1/4""x 3""x 3""x 20'",1,1,0,66.15,66.15,B,NULL,2024-11-19 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,CHANNEL SA36 C6 8.2 X 20,Channel SA36 C6 8.2# x 20',2,2,0,103.402,206.80,B,NULL,2024-11-19 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,FLAT A36 1/4 X 6 X 20,"Flat SA36 1/4"" x 6"" x 20'",3,3,0,59.9518,179.86,B,NULL,2024-11-19 00:00:00.000,0,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,FLAT SA36 3/8 X 2 X 20',"Flat Stk SA36 3/8""x 2""x 20'",0.4,0.4,0,31.01,12.40,B,NULL,2024-11-19 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,GRATING CS 3/16 X 1.25-3X20,"Grating CS 3/16""x1.25""-3'x20'",1,1,0,626.04,626.04,B,NULL,2024-11-19 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"PIPE A500 1-1/2"" SC40 X 21'","Pipe A500 1-1/2"" Sch40 x 21' long",9.66,9.66,0,33.0625,319.38,B,NULL,2024-11-19 00:00:00.000,0,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,ROD 304L 3/4 X 12',"Rod 4/304L 3/4""x 12'",0.66,0.66,0,65.325,43.11,B,NULL,2024-11-19 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FUEL SURCHARGE ",NULL,1,1,0,20.79,20.79,B,NULL,2024-11-21 00:00:00.000,0,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PLT 304L 1/2 X 60 X,"Plate 304L 1/2""x 60""x",0.33,0.33,0,2220.46,732.75,B,NULL,2024-11-21 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PLT 304L 1/4 X 60 X,"Plate 304L 1/4""x 60""x",1,1,0,1752.43,1752.43,B,NULL,2024-11-21 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"PLT 304L 3/4""X48""X","PLT 304L 3/4""X48""X",0.33,0.33,0,2788.28,920.13,B,NULL,2024-11-21 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PLT 304L 5/16 X 48 X,"Plate 304L 5/16""x 48""x",0.33,0.33,0,907.24,299.39,B,NULL,2024-11-21 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,ELBOW 304L 3 SCH40 90 WLD,"Elbow 304L 3"" Sch40 90 Weld",1,1,0,19.8,19.80,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FLANGE 304L 1""150 RFSO","Flange 304L 1"" 150# RFSO",1,1,0,14.4,14.40,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FLANGE 304L 10""150 RFSO","Flange 304L 10"" 150# RFSO",1,1,0,232,232.00,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FLANGE 304L 2""150 BLIND","Flange 304L 2"" 150# BLIND",2,2,0,26.56,53.12,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FLANGE 304L 2""150 RFSO","Flange 304L 2"" 150# RFSO",7,7,0,25.28,176.96,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FLANGE 304L 24""150 BLIND","Flange 304L 24"" 150# BLIND",2,2,0,1675.6,3351.20,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FLANGE 304L 24""150 RFSO","Flange 304L 24"" 150# RFSO",2,2,0,961.5,1923.00,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FLANGE 304L 3""150 RFSO","Flange 304L 3"" 150# RFSO",2,2,0,38.08,76.16,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"FLANGE 304L 3/4""150 RFSO","Flange 304L 3/4"" 150# RFSO",8,8,0,13.12,104.96,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,GASKET RING 1/8X2 150#,"Gasket Ring 1/8""x2"" 150#",6,6,0,10.85,65.10,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,GASKET RING 1/8X24 150#,"Gasket Ring 1/8""x24"" 150#",6,6,0,298.93,1793.58,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PIPE 304L 1 SC80 WLD X,"Pipe 304L 1"" Sch80 Welded",0.33,0.33,0,47.25,15.59,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PIPE 304L 10 SC40 WLD X,"Pipe 304L 10"" Sch40 Welded",0.33,0.33,0,794.35,262.14,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PIPE 304L 2 SC80 WLD X,"Pipe 304L 2"" Sch80 Welded",2,2,0,324,648.00,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PIPE 304L 3 SC40 WLD X,"Pipe 304L 3"" Sch40 Welded",2,2,0,363,726.00,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,PIPE 304L 3/4 SC80 WLD X,"Pipe 304L 3/4"" Sch80 Welded",2,2,0,101,202.00,B,NULL,2024-11-25 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"SAFETY GATE, A71-24 PC (SAFETY YELLOW)",A71-24 PC (SAFETY YELLOW),2,2,0,268.5,537.00,B,NULL,2024-11-25 00:00:00.000,0,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"SW CPLG 304L 1"" 3000# FULL","Socket Weld CPLG 304L 1"" 3000# Full",1,1,0,6.16,6.16,B,NULL,2024-11-25 00:00:00.000,0,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,"SW CPLG 304L 3/4"" 3000# FULL","Socket Weld CPLG 304L 3/4"" 3000# Full",8,8,0,4.48,35.84,B,NULL,2024-11-25 00:00:00.000,0,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,BOLT B7 PL 1/2X1.5 HH,"Bolt B7 Plated 1/2"" x 1.5"" HH",192,192,0,2,384.00,B,NULL,2024-12-03 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,BOLT B7 PL 1/2X3 HH,"Bolt B7 Plated 1/2"" x 3"" HH",28,28,0,2.67,74.76,B,NULL,2024-12-03 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,BOLT B7 PL 3/4X2 HH,"Bolt B7 Plated 3/4"" x 2"" HH",24,24,0,4.35,104.40,B,NULL,2024-12-03 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,BOLT B7 PL 5/8X2 HH,"Bolt B7 Plated 5/8"" x 2"" HH",18,18,0,3.51,63.18,B,NULL,2024-12-03 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,BOLT B8 5/8X2.5 HH,"Bolt B8 5/8"" x 2.5"" HH",24,24,0,4.92,118.08,B,NULL,2024-12-03 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,NUT 2H P 1/2 HH,"Nut 2H Plated 1/2"" HH",220,220,0,0.32,70.40,B,NULL,2024-12-03 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
24-046,SYMSENGI,NMP STORAGE TANK (TK-F502R),Active,2024-08-15 00:00:00.000,NUT 2H P 3/4 HH,"Nut 2H Plated 3/4"" HH",24,24,0,1.58,37.92,B,NULL,2024-12-03 00:00:00.000,1,0,C,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FULLY RECEIVED
