25-150,VERTCORP,BUFFER TANK 27 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-151,VERTCORP,BUFFER TANK 28 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-152,VERTCORP,BUFFER TANK 29 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-153,VERTCORP,BUFFER TANK 30 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-154,VERTCORP,BUFFER TANK 31 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-155,VERTCORP,BUFFER TANK 32 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-156,VERTCORP,BUFFER TANK 33 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-157,VERTCORP,BUFFER TANK 34 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-158,VERTCORP,BUFFER TANK 35 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-159,VERTCORP,BUFFER TANK 36 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-160,VERTCORP,BUFFER TANK 37 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-161,VERTCORP,BUFFER TANK 38 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-162,VERTCORP,BUFFER TANK 39 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-163,VERTCORP,BUFFER TANK 40 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-164,VERTCORP,BUFFER TANK 41 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-165,VERTCORP,BUFFER TANK 42 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-166,VERTCORP,BUFFER TANK 43 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-167,VERTCORP,BUFFER TANK 44 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-168,VERTCORP,BUFFER TANK 45 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-169,VERTCORP,BUFFER TANK 46 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-170,VERTCORP,BUFFER TANK 47 OF 224,Active,2026-01-02 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-171,VERTCORP,BUFFER TANK 48 OF 224,Active,2026-01-02 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-172,VERTCORP,BUFFER TANK 49 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-173,VERTCORP,BUFFER TANK 50 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-174,VERTCORP,BUFFER TANK 51 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-175,VERTCORP,BUFFER TANK 52 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-176,VERTCORP,BUFFER TANK 53 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-177,VERTCORP,BUFFER TANK 54 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-178,VERTCORP,BUFFER TANK 55 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-179,VERTCORP,BUFFER TANK 56 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-180,VERTCORP,BUFFER TANK 57 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-181,VERTCORP,BUFFER TANK 58 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-182,VERTCORP,BUFFER TANK 59 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-183,VERTCORP,BUFFER TANK 60 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-184,VERTCORP,BUFFER TANK 61 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-185,VERTCORP,BUFFER TANK 62 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-186,VERTCORP,BUFFER TANK 63 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-187,VERTCORP,BUFFER TANK 64 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
25-188,VERTCORP,BUFFER TANK 65 OF 224,Active,2025-12-15 00:00:00.000,14,14,0,1363.75,4699.32,0,0,1,0,13,7.1
